dPSIZ	SR-	SR+	FAS6-	FAS6+	MES	dMES	MES+	MES-	MEC-MC?	MEC-CS?	MES-KM?	PESE-	PESE+	PESS-	PESS+
-1.882	0.15	0.0	0.0	0.0	6.08	1.14	1.14	-1.14	0.0	1.0	0.0	0.0	0.0		
-1.302	0.0312	0.0312	0.0	0.0	3.33	8.36	2.55	8.36	0.0	1.0	0.0	0.25	0.0	0.0	0.0
1.221	0.0208	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.5	0.0
0.332	0.0	0.0	0.0	0.0	7.81	0.27	-0.21	0.27	0.0	1.0	0.0	0.1111	0.0	0.0	0.0
-2.126	0.0	0.0667	0.0	0.0	6.05	8.36		8.36	0.0	1.0	1.0	0.0	0.0	0.0	0.0
-1.688	0.0952	0.05	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-0.417	0.0	0.0167	0.0	0.0					0.0	0.0	0.0	0.0	0.0		
-0.305	0.0	0.069		1.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-0.313	0.0	0.0	0.0	0.0909	4.03	1.67	1.67	-1.67	0.0	1.0	0.0	0.0	0.0	0.25	0.1429
-0.538	0.0	0.0	0.3333	0.0					0.0	0.0	0.0	0.0	0.0		
-1.128	0.0444	0.0227	0.25	0.0	2.72	0.17	0.17	-0.17	0.0	1.0	0.0	0.0909	0.0	0.0	0.0
-2.077	0.0444	0.0227	0.25	0.0	5.41	2.86	2.86	-2.86	0.0	1.0	0.0	0.0909	0.0	0.0	0.0
-1.48	0.0	0.0	0.0	0.25	4.8	0.45	-0.45	0.45	0.0	1.0	0.0	0.1429	0.0	0.0	0.0
-1.473	0.0455	0.125	0.0	0.0					0.0	0.0	0.0	0.0	0.0		
1.332	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0		
1.431	0.0556	0.0	0.0	0.0	5.91	8.37		8.37	0.0	1.0	0.0	0.0	0.1053	0.0	0.0
0.055	0.0091	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-0.091	0.0	0.0164	0.0	0.0					0.0	0.0	0.0	0.0625	0.0	0.0	0.0
0.655	0.0	0.0	0.1667	0.0					0.0	0.0	0.0	0.0	0.0	0.4	0.0
-2.852	0.05	0.0	0.0	0.0					0.0	0.0	0.0	0.2	0.0		
-1.398	0.0455	0.0							0.0	0.0	0.0	0.0	0.0		
0.82	0.0455	0.0							0.0	0.0	0.0	0.0	0.0		
	0.0056	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0615	0.0	0.0
-0.702	0.0064	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-0.71	0.0714	0.0714	0.0	0.0	5.8	7.96	7.96	2.38	1.0	1.0	0.0	0.0	0.0		
-0.894	0.0556	0.0556	0.0	0.0					0.0	0.0	0.0	0.0833	0.0	0.0	0.0
0.957	0.1111	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.862	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.5
-2.178	0.0714	0.0714	0.0	0.0					0.0	0.0	0.0	0.3333	0.0		
1.137	0.0	0.0667	0.0	0.0	10.62	0.16	-0.16	0.16	0.0	1.0	0.0	0.0	0.0		1.0
0.081	0.0	0.0	0.0	0.0	2.6	3.11		3.11	0.0	1.0	0.0	0.0	0.0	0.25	0.0
1.011	0.0	0.1	0.0	0.0					0.0	0.0	0.0			0.25	0.0
0.488	0.0062	0.0242	0.0	0.0					0.0	0.0	0.0	0.0256	0.0	0.0	0.0
1.623	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0		
-0.519	0.0	0.0	0.0909	0.0909					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-0.859	0.0	0.0242	0.0	0.0	7.01	7.96	7.96		0.0	1.0	0.0	0.0	0.0278	0.0	0.0
0.775	0.0	0.0	0.0	0.0	7.09	8.37		8.37	0.0	1.0	0.0	0.0	0.0	0.0	0.0
0.535	0.0	0.0082	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.125	0.027	0.027	0.0	0.0	5.48	1.16	1.16	-1.16	0.0	1.0	0.0	0.1	0.0	0.0	0.0
	0.0	0.0408	0.0	0.0	2.59	0.39	0.39	-0.39	0.0	1.0	0.0	0.05	0.0	0.0	0.0
	0.0	0.0408	0.0	0.0	2.16	1.56		1.56	0.0	1.0	0.0	0.05	0.0	0.0	0.0
1.41	0.0714	0.0	0.25	0.0					0.0	0.0	0.0	0.0	0.0		1.0
0.413	0.0	0.0							0.0	0.0	0.0	0.2143	0.0		
	0.0099	0.0	0.0	0.0					0.0	0.0	0.0	0.08	0.0	0.0	0.0
-0.214	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.224	0.0	0.0588							0.0	0.0	0.0	0.0	0.3333		
	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0323	0.0	0.0	0.0
-2.273	0.0128	0.0	0.0	0.0					0.0	0.0	0.0	0.0909	0.0		
-2.279	0.0909	0.0	0.0	0.0					0.0	0.0	0.0	0.125	0.0		
1.081	0.1053	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-0.703	0.0286	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.5
-0.489	0.0	0.0455	0.0	0.0	3.77	8.75	8.75		0.0	1.0	0.0	0.0	0.0556	0.0	0.0
-0.176	0.0	0.0769	0.0	0.0					0.0	0.0	0.0	0.0	0.0		1.0
	0.0061	0.0	0.0	0.0213					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0061	0.0061	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.301	0.0	0.0312	0.0	0.0	4.58	2.83	2.83		0.0	1.0	0.0	0.0	0.0		
1.272	0.1	0.0							0.0	0.0	0.0	0.0	0.0833		
1.457	0.0	0.4286							0.0	0.0	0.0	0.0	0.0		
-0.65	0.0556	0.0556	0.0	0.4					0.0	0.0	0.0	0.0	0.0		
															
-0.545	0.0	0.0	0.0	0.0	6.1	0.76	-0.76	0.76	0.0	1.0	0.0	0.0625	0.0		
1.167	0.0	0.0			10.94	8.36	-0.44	8.36	0.0	1.0	0.0	0.0	0.0		
0.53	0.0233	0.0233	0.0	0.0	3.29	2.62	2.62	0.65	1.0	1.0	0.0	0.0	0.0		
0.655	0.027	0.027	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.25	0.0
-0.125	0.0556	0.0556	0.0	0.0	4.33	8.75		8.75	0.0	1.0	0.0	0.0	0.0	0.0	0.0
-1.053	0.0625	0.0	0.0	0.0					0.0	0.0	0.0	0.0952	0.0952	0.0	0.0
-0.581	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-0.026	0.04	0.04	0.0	0.0	2.85	0.74	-0.74	0.74	0.0	1.0	0.0	0.0455	0.0455		
0.012	0.0	0.0143	0.0	0.0					0.0	0.0	0.0	0.0357	0.0		
2.383	0.0541	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0	0.0032	0.0	0.0	2.42	7.95	7.95		0.0	1.0	0.0	0.0	0.0078	0.0	0.0
1.296	0.0714	0.0714	0.0	0.0					0.0	0.0	0.0	0.0	0.25	0.0	0.0
															
-0.411	0.0345	0.0345	0.3333	0.0	5.05	0.53	-0.53	0.53	0.0	1.0	0.0	0.0714	0.0		1.0
-1.759															
1.239	0.04	0.04	0.0	0.0	2.82	8.36		8.36	0.0	1.0	0.0	0.0	0.3333	0.0	0.0
-1.996	0.0	0.05	0.0	0.0					0.0	0.0	0.0	0.0	0.0		
-0.753	0.0476	0.0	0.0	0.0					0.0	0.0	0.0	0.25	0.0	0.0	0.0
-0.674	0.0	0.0							0.0	0.0	0.0	0.125	0.0	0.0	0.0
1.797	0.0179	0.0179	0.0	0.0	3.53	4.31	4.31		0.0	1.0	0.0	0.0	0.0435	0.5	0.0
1.348	0.0323	0.0909	0.0	0.0					0.0	0.0	0.0	0.0	0.1111	0.0	0.0
	0.0028	0.0	0.0312	0.0					0.0	0.0	0.0	0.0095	0.0	0.0	0.0
	0.0028	0.0028	0.0	0.0	4.84	7.41		7.41	0.0	1.0	0.0	0.0	0.0	0.0	0.0
	0.0	0.0	0.0	0.0	3.35	7.75	7.75	0.23	0.0	1.0	0.0	0.0	0.0		
	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-1.301	0.025	0.025	0.0	0.0	5.9	0.48	-0.48	0.48	0.0	1.0	0.0	0.0769	0.0		
1.579	0.0	0.0							0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.148	0.0	0.0	0.0	0.0	2.85	0.86	0.86		0.0	1.0	0.0	0.0	0.1667	0.0	0.0
-1.865	0.0	0.0		1.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.009	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.005	0.005	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.267	0.12	0.0	0.0	0.0					0.0	0.0	0.0	0.05	0.0		
-0.986	0.0	0.0556	0.0	0.0					0.0	0.0	0.0	0.2222	0.125		
1.054	0.0	0.1429	0.0	0.0					0.0	0.0	0.0	0.0455	0.0	0.0	0.0
	0.0	0.0217	0.0	0.0					0.0	0.0	0.0	0.0	0.0		
	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0159	0.0	0.0
-0.665	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0526	0.0	0.0
	0.0128	0.0128	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-1.699	0.0667	0.0968	0.0	0.0	3.13	0.29	-0.29	0.29	0.0	1.0	0.0	0.0	0.0	0.0	0.0
0.403	0.0171	0.0086	0.0	0.0	6.63	3.5	3.5	-3.5	0.0	1.0	0.0	0.0	0.0	0.0	0.0
-0.87	0.0086	0.0086	0.0	0.0	4.46	4.33		4.33	0.0	1.0	0.0	0.0	0.0208	0.0	0.0
-0.222	0.0254	0.0086	0.0	0.0	2.23	8.62	8.62		0.0	1.0	0.0	0.0	0.0	0.0	0.5
-1.572	0.0286	0.0286	0.0	0.0	2.51	0.22	-0.22	0.22	0.0	1.0	0.0	0.0	0.0588		
2.112	0.0	0.0	0.0	0.0	9.85	0.7	0.7	-0.7	0.0	0.0	1.0	0.0	0.0	0.0	0.0
-0.938	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.087	0.0	0.0	0.0
-1.013	0.0312	0.0	0.0	0.0					0.0	0.0	0.0	0.0455	0.0	0.0	0.0
-0.332	0.0625	0.0625	0.0	0.0					0.0	0.0	0.0	0.0	0.0		
-0.168	0.0625	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0		
-0.635	0.0789	0.0	0.0	0.0	4.0	0.25	-0.25	0.25	0.0	1.0	0.0	0.0	0.0	0.0	0.2857
0.922	0.05	0.05	0.25	0.0					0.0	0.0	0.0	0.0	0.4	0.0	0.0
	0.0833	0.1538	0.0	0.0					0.0	0.0	0.0	0.4	0.25		
-0.624	0.0476	0.0476	0.0	0.0					0.0	0.0	0.0	0.2778	0.0	0.0	0.5
	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0024	0.0047	0.0	0.0	5.27	2.88	-2.88	2.88	0.0	1.0	0.0	0.0	0.0147	0.0	0.0
	0.0	0.0047	0.0	0.0					0.0	0.0	0.0	0.0147	0.0	0.0	0.0
0.317	0.009	0.0	0.0	0.0					0.0	0.0	0.0	0.0909	0.0		
	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0625	0.0	0.0
-0.526	0.0	0.0							0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0105	0.0208	0.0	0.0	2.76	4.33	4.33		0.0	1.0	0.0	0.0	0.0	0.0	0.0
	0.3333	0.3333							0.0	0.0	0.0				
	0.0152	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0	0.0093	0.0	0.0					0.0	0.0	0.0	0.0	0.0182	0.0	0.0
0.7	0.0455	0.0	0.0	0.0	6.61	8.36	6.16	8.36	1.0	1.0	0.0	0.0	0.125		
-0.323	0.0	0.0	0.0	0.4	7.22	8.18	8.18		0.0	1.0	0.0	0.0625	0.0	0.0	0.0
-1.169	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.1667	0.0	0.0	0.5
	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0	0.0063	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0032	0.0032	0.0	0.0	2.74	1.81	1.81		0.0	1.0	0.0	0.0	0.0	0.0	0.0
	0.0	0.0095	0.0	0.0					0.0	0.0	0.0	0.0	0.0097	0.0	0.0
	0.0032	0.0	0.0	0.0	2.38	8.37	8.37		0.0	1.0	0.0	0.0097	0.0	0.0	0.0
-0.483	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0		
-0.348	0.0	0.0833	0.5	0.0					0.0	0.0	0.0	0.2	0.0		
	0.0	0.0132	0.0	0.0	2.18	0.88		0.88	0.0	1.0	0.0	0.0	0.0	0.0	0.0588
-0.443	0.0	0.0			8.9	0.4	-0.4	0.4	0.0	1.0	0.0	0.0	0.0		
0.142	0.0109	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0465	0.04	0.0
0.023	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0238	0.0	0.0	0.0
0.831	0.0769	0.1429	0.0	0.0					0.0	0.0	0.0	0.0	0.0		
1.543	0.0	0.0938	0.25	0.0					0.0	0.0	0.0	0.0	0.0	0.3333	0.3333
-0.24	0.0909	0.0	0.3333	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.25
-0.03	0.0085	0.0	0.0	0.0	8.27	0.47	0.47	-0.47	0.0	1.0	0.0	0.0	0.0	0.0	0.0
	0.0	0.0	0.0	0.037	4.04	1.73	-0.74	1.73	0.0	1.0	0.0	0.0	0.0	0.0	0.0
	0.0156	0.0079	0.0	0.0					0.0	0.0	0.0	0.0417	0.0	0.0	0.0
	0.0	0.0114	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-1.154	0.0667	0.125							0.0	0.0	0.0	0.0	0.0		
-0.249	0.0667	0.0	0.0	0.0	4.66	2.38	-2.38	2.38	0.0	1.0	0.0	0.1667	0.0		
0.527	0.0213	0.0	0.0	0.0	6.43	8.64	8.64		0.0	1.0	0.0	0.0	0.0	0.0	0.0
0.387	0.0	0.0238	0.0	0.0					0.0	0.0	0.0	0.0	0.0		
-0.396	0.0	0.0333	0.0	0.0					0.0	0.0	0.0	0.0	0.0		
-0.008	0.0057	0.0	0.0	0.0					0.0	0.0	0.0	0.0833	0.0	0.0	0.0
0.95	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0769	0.25	0.0
1.403	0.0	0.0							0.0	0.0	0.0	0.0	0.0	0.0	0.0
-0.433	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.1		
-1.774	0.125	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0		
1.617	0.0385	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-2.239	0.037	0.0	0.0	0.5					0.0	0.0	0.0	0.0	0.1		
															
-1.838	0.0323	0.0	0.0	0.0					0.0	0.0	0.0	0.2609	0.0	0.0	0.0
-0.128	0.0263	0.0							0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.926	0.0526	0.0	0.2	0.0					0.0	0.0	0.0	0.125	0.0667		
-2.023	0.0	0.0189	0.0	0.0					0.0	0.0	0.0	0.0417	0.0	0.0	0.0
	0.0133	0.0	0.0	0.0	2.27	0.33		0.33	0.0	1.0	0.0	0.0	0.0	0.0	0.0
															
															
-0.248	0.0286	0.0							0.0	0.0	0.0	0.0	0.0		
-0.39	0.0385	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0		
-0.743	0.0435	0.0	0.0	0.0	10.4	0.29	-0.29	0.29	0.0	1.0	0.0	0.0833	0.0		
-1.656	0.08	0.08	0.0	0.0					0.0	0.0	0.0	0.0	0.0		
0.315	0.04	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0		
-0.352	0.0833	0.12	0.0	0.0					0.0	0.0	0.0	0.2143	0.0	0.0	0.5
-1.476	0.1429	0.1429	0.0	0.0	6.89	2.28	2.28	-2.28	0.0	1.0	0.0	0.1667	0.0	0.0	0.0
	0.0	0.0027	0.0	0.0	11.8	4.11	4.11	0.98	0.0	1.0	0.0	0.0	0.0	0.0	0.0
	0.0074	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0147	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0312	0.0	0.0
-1.272	0.0667	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0		
	0.0081	0.0081	0.0	0.0					0.0	0.0	0.0	0.0179	0.0	0.0	0.0
	0.0	0.016	0.0	0.0	4.08	0.31	0.31	-0.31	0.0	1.0	0.0	0.0	0.0	0.0	0.0
-0.517	0.1053	0.0							0.0	0.0	0.0	0.1304	0.0		
-1.868	0.0357	0.0	0.0	0.0					0.0	0.0	0.0	0.1053	0.0		
0.394	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0909	0.0909		
	0.0	0.0	0.0833	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-0.775	0.0357	0.0	0.0	0.6667					0.0	0.0	0.0	0.1538	0.0	0.0	0.25
0.812	0.0435	0.0	0.1429	0.0					0.0	0.0	0.0	0.0	0.0		
-0.558	0.0556	0.0			2.41	4.83		4.83	0.0	1.0	0.0	0.0	0.0		
-1.038	0.0	0.1429	0.0	0.0	5.24	0.59	0.59	-0.59	0.0	1.0	0.0	0.0	0.0	0.0	0.0
-0.7	0.0	0.2857	0.0	0.0					0.0	0.0	0.0	0.0	0.0		
1.305	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.4	0.0
1.306	0.0588	0.0303	0.0	0.0					0.0	0.0	0.0	0.0	0.0714	0.0	0.0
1.072	0.0	0.0	0.0	0.0	3.18	7.53	7.53		0.0	1.0	0.0	0.0	0.0		
-0.526	0.05	0.0	0.0	0.1667					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-1.465															
-1.096	0.0769	0.0	0.0	0.0	5.64	0.6	-0.6	0.6	0.0	1.0	0.0	0.0	0.0		
	0.0055	0.0	0.0	0.0	4.76	0.9	0.9	-0.9	0.0	1.0	0.0	0.0111	0.0111	0.0	0.0
0.156	0.0	0.1			2.53	0.47	0.47	-0.47	0.0	1.0	0.0	0.0	0.0		
	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0066	0.0066	0.0	0.0
1.772	0.0	0.0333	0.0	0.0	8.44	0.73	-0.73	0.73	0.0	1.0	0.0	0.0	0.0		
1.01	0.0741	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0		
1.045	0.0625	0.0	0.0	0.0	2.15	8.36	4.97	8.36	1.0	1.0	0.0	0.0	0.0	0.0	0.0
-1.066	0.0	0.0	0.0	0.0	11.36	0.65	0.65	-0.65	0.0	1.0	0.0	0.0	0.0		1.0
0.256	0.0	0.0625	0.0	0.0	3.49	7.77	7.77		0.0	1.0	0.0	0.0333	0.0	0.0	0.0
															
-1.616	0.0	0.0952			4.35	0.69	-0.69	0.69	0.0	1.0	0.0	0.0	0.0	0.0	0.0
1.264	0.0	0.04	0.0	0.0	4.95	7.95		7.95	0.0	1.0	0.0	0.0833	0.0		
-0.696	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0714	0.0	0.0
-0.418	0.2	0.1111							0.0	0.0	0.0	0.0	0.0		
0.184	0.0	0.0476	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.003	0.003	0.0	0.0					0.0	0.0	0.0	0.0041	0.0	0.0	0.0
	0.0	0.0	0.0	0.0	4.66	0.25	-0.25	0.25	0.0	1.0	0.0	0.0041	0.0	0.0	0.0
	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0082	0.0	0.0	0.0
	0.0	0.003	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0	0.006	0.0	0.0	2.43	0.13	-0.13	0.13	0.0	1.0	0.0	0.0	0.0	0.0152	0.0152
	0.003	0.0	0.0	0.0					0.0	0.0	0.0	0.0163	0.0	0.0	0.0
0.221	0.0	0.0031	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-0.121	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-0.428	0.0	0.0062	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-0.49	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.006	0.0	0.0345	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.1667	0.0
-0.465	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0051	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-1.926	0.0	0.0	0.0	0.4					0.0	0.0	0.0	0.0769	0.0	0.0	0.0
-2.482	0.0	0.0909	0.0	0.0					0.0	0.0	0.0	0.15	0.0	0.0	0.5
0.869	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.25	0.0
-1.354	0.0	0.0							0.0	0.0	0.0	0.0	0.0	0.1429	0.1429
	0.0	0.002	0.0	0.0	5.34	1.18	1.18	-1.18	0.0	1.0	0.0	0.006	0.0237	0.0	0.0
	0.0	0.002	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-0.544	0.0625	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.5
1.896	0.0556	0.0	0.0	0.0	7.07	8.37	7.46	8.37	1.0	1.0	0.0	0.0	0.4286	0.0	0.0
0.18	0.0	0.02							0.0	0.0	0.0	0.0417	0.1481	0.0	0.0
-1.287	0.0	0.0286	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.2
	0.0	0.0526	0.0	0.0					0.0	0.0	0.0	0.0	0.1111		
-0.166	0.0	0.1034	0.0	0.0	5.91	0.11	0.11	-0.11	0.0	1.0	0.0	0.0	0.0	0.375	0.1667
1.083	0.0667	0.0		1.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.44	0.0	0.0	0.0	0.0	4.53	0.17	0.17	-0.17	0.0	1.0	0.0	0.0	0.0222	0.0	0.0
-0.965	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0667	0.0667		
-1.963	0.04	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.2
-0.73	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0769	0.0	0.0	0.0
1.74	0.0	0.0	0.2857	0.0	6.33	8.37		8.37	0.0	1.0	0.0	0.0	0.0	0.0	0.0
	0.0	0.0074	0.0	0.0	8.09	0.69	-0.69	0.69	0.0	1.0	0.0	0.0	0.0484	0.0	0.0
	0.0074	0.0	0.0	0.0278	3.63	8.37	8.37	1.55	1.0	1.0	0.0	0.0	0.0	0.0	0.0
-2.214	0.0833	0.0833	0.0	0.0	2.93	10.44		10.44	0.0	1.0	0.0	0.1	0.0		1.0
-0.655	0.0323	0.0			3.92	1.47	1.47	0.34	0.0	1.0	1.0	0.0	0.0	0.0	0.0
-1.051	0.0	0.0323			2.2	3.2	3.2		0.0	1.0	0.0	0.0	0.0	0.0	0.0
0.847	0.0196	0.0	0.0	0.125					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-0.99	0.0556	0.0							0.0	0.0	0.0	0.0	0.0		
															
1.058	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.2857	0.0
-1.885	0.0	0.0	0.0	0.0	6.09	8.36	8.36	7.28	1.0	1.0	0.0	0.0	0.0		
-1.13	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.669	0.0625	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.3333	0.0
-2.357	0.0714	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.4
-0.057	0.0625	0.0	0.0	0.0	6.07	0.4	0.4	0.14	0.0	1.0	0.0	0.0	0.0	0.0	0.0
-0.528	0.0556	0.0							0.0	0.0	0.0	0.0	0.0	0.0	0.1667
	0.0052	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.378	0.0	0.0	0.0	0.0	9.84	0.55	0.55	-0.55	0.0	0.0	1.0	0.0	0.0	0.0	0.0
0.897	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0		
	0.0056	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-2.727	0.0	0.0	0.5	0.0					0.0	0.0	0.0	0.1429	0.0	0.0	0.75
	0.0	0.01	0.0	0.0	4.95	8.18	8.18		0.0	1.0	0.0	0.0345	0.0	0.0	0.0
-1.541	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.3333
0.824	0.0	0.0	0.2857	0.1667					0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.142	0.0	0.0036	0.0	0.0					0.0	0.0	0.0	0.0	0.0299	0.0	0.0
0.358	0.0	0.0	0.0	0.037	5.77	0.62	0.62	-0.62	0.0	1.0	0.0	0.0	0.0	0.0333	0.0
-0.069	0.0073	0.0	0.0	0.0					0.0	0.0	0.0	0.0152	0.0	0.0	0.0333
-0.042	0.0036	0.0036	0.0	0.0	4.1	3.85		3.85	0.0	1.0	0.0	0.0	0.0152	0.0	0.0
-0.89	0.087	0.0	0.0	0.0	4.13	0.69	-0.69	0.69	0.0	1.0	0.0	0.2308	0.0	0.0	0.0
1.208	0.0222	0.0	0.0	0.0	8.29	7.96	7.96	-1.31	0.0	1.0	1.0	0.0	0.0		
0.83															
1.768	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.1111	0.0	0.0
1.529	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.2857	0.0	0.0	0.0
	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0	0.0182	0.0	0.0					0.0	0.0	0.0	0.0	0.0833	0.0	0.0
	0.0	0.0323	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0048	0.0048	0.0	0.0	2.01	7.96	7.96		0.0	1.0	0.0	0.0	0.0227	0.0	0.0
	0.0048	0.0048	0.0	0.0					0.0	0.0	0.0	0.0851	0.0	0.0	0.0
	0.0048	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-1.866	0.08	0.0			4.79	1.29	1.29	-1.29	0.0	1.0	0.0	0.0	0.0	0.0	0.0
	0.0222	0.0435	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-0.661	0.0294	0.0	0.0	0.0					0.0	0.0	0.0	0.0222	0.0638	0.0	0.0
-1.181	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.05	0.0	0.0
1.863	0.0	0.2	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.25
	0.0	0.0	0.0	0.0	4.74	0.98	-0.98	0.98	0.0	1.0	0.0	0.0	0.0	0.0	0.0
