priPhCons	mamPhCons	verPhCons	priPhyloP	mamPhyloP	verPhyloP	GerpS
0.965	0.992	0.832	0.457	0.228	0.16	0.729
0.766	1.0	1.0	0.645	2.874	4.353	5.52
0.863	0.132	0.955	-1.119	-1.372	-0.199	-7.66
0.017	0.063	0.045	-0.424	-0.707	-0.287	-4.16
0.523	0.113	0.629	0.444	-1.699	-1.203	-7.06
0.946	1.0	1.0	0.553	2.469	2.7	4.77
0.0	0.0	0.0	-1.141	-0.65	-0.648	-1.46
0.001	0.0	0.0	-1.433	-1.638	-1.565	-8.81
0.054	0.0	0.0	0.53	-0.788	-0.529	-3.34
0.014	0.001	0.001	0.559	0.386	0.266	1.19
0.0	0.0	0.0	-0.803	-0.295	-0.152	-1.04
0.014	0.001	0.0	0.455	0.361	0.136	0.677
0.111	0.436	0.545	-0.472	0.345	0.397	1.25
0.008	0.0	0.0	-0.377	-0.447	-0.381	-1.83
0.004	0.001	0.0	0.455	-0.096	0.028	0.0242
0.016	0.0	0.0	-0.863	-0.742	-0.657	-2.94
0.0	0.0	0.0	-1.366	-2.176	-2.136	-7.55
0.003	0.0	0.0	-1.068	-1.179	-1.288	-5.47
0.001	0.0	0.0	-2.115	-2.285	-2.006	-6.88
0.984	0.955	0.99	-0.132	-0.085	-0.003	-0.708
0.998	1.0	1.0	0.557	0.755	1.224	2.4
0.0	0.0	0.0	-2.044	-3.577	-3.405	-2.5
0.951	1.0	1.0	0.307	2.143	2.071	3.8
0.883	1.0	1.0	-0.332	0.552	1.162	2.69
0.162	0.084	0.04	-1.063	-2.448	-2.888	-8.4
0.87	0.969	1.0	-0.146	-0.2	0.921	-0.211
0.98	0.259	0.739	-0.79	-1.2	-0.635	-6.31
0.996	1.0	1.0	0.646	1.148	2.262	3.67
0.95	0.364	0.375	-1.073	-1.479	-1.359	-6.37
0.33	0.658	0.933	-0.471	-0.437	-0.354	-4.79
0.998	0.999	1.0	0.559	0.151	0.759	1.61
0.306	0.298	0.331	0.307	0.302	0.311	0.235
0.748	0.736	0.199	-0.653	-1.713	-2.045	-7.84
0.024	0.0	0.001	0.462	-0.66	0.213	-2.26
0.027	0.398	0.639	-2.109	-0.199	-0.391	-0.729
0.002	0.0	0.0	-0.68	-0.845	-0.837	-2.29
0.001	0.0	0.0	-0.28	0.271	0.248	1.15
0.01	0.0	0.0	0.307	-0.549	-0.406	-2.95
0.003	0.001	0.0	-0.388	0.685	0.269	1.06
0.12	0.271	0.863	-0.723	-0.123	0.159	-0.12
0.001	0.0	0.0	-0.707	-1.783	-1.681	-5.12
0.013	0.001	0.001	0.632	0.486	0.479	1.68
0.744	0.995	0.952	0.379	0.188	-0.172	-0.141
0.0	0.0	0.0	-0.353	0.051	-0.092	-0.211
0.0	0.0	0.0	-1.503	-0.663	-0.737	-2.87
0.864	1.0	1.0	0.651	0.927	0.946	3.41
0.14	0.959	1.0	0.559	2.057	2.898	3.68
0.02	0.024	0.003	-0.673	-1.121	-1.25	-7.76
0.005	0.002	0.002	0.532	0.085	0.081	0.23
0.005	0.001	0.001	0.3	-0.036	-0.036	-0.11
0.008	0.225	0.394	0.531	0.018	0.2	0.738
0.0	0.0	0.0	-1.714	-0.709	-0.59	-3.57
0.454	0.042	0.325	0.307	0.72	1.12	1.92
0.026	0.0	0.0	-0.742	-2.447	-1.681	-7.66
0.053	0.005	0.002	0.298	0.28	0.351	2.11
0.0	0.0	0.0	-1.69	-1.345	-1.501	-4.81
0.004	0.9	0.635	-1.855	-0.154	-0.046	0.259
0.619	0.904	0.916	-0.462	-1.588	-1.004	-7.39
0.416	0.988	0.968	0.158	-0.766	-0.56	-7.33
0.236	0.909	0.593	0.291	0.301	0.841	2.16
0.209	0.999	0.958	0.291	0.787	0.478	1.42
0.185	0.992	0.929	0.307	1.939	0.437	2.76
0.012	0.0	0.0	-2.76	-6.718	-6.851	-7.41
0.016	0.955	0.915	0.307	1.939	0.258	3.04
0.002	0.0	0.0	-2.365	-0.691	-0.527	-2.74
0.021	0.002	0.006	0.387	1.384	2.492	1.9
0.032	0.0	0.0	0.319	-1.547	-1.514	-3.8
0.016	0.0	0.0	0.313	-0.142	-0.107	-0.689
0.931	0.861	0.22	0.651	-1.098	-1.408	-7.52
0.875	0.999	1.0	0.557	1.15	1.174	2.51
0.0	0.0	0.0	-0.806	-0.124	-0.127	0.469
0.407	0.112	0.287	-0.639	-2.535	-1.91	-6.98
0.007	0.0	0.001	-0.383	-0.601	0.041	-2.25
0.007	0.0	0.0	-0.3	-1.317	-1.147	-6.73
0.796	0.778	0.331	-0.476	-0.696	-0.965	-3.25
0.01	0.532	0.684	-1.12	-1.774	-1.063	-7.71
0.021	0.865	0.909	-0.244	-0.467	-0.414	-2.76
0.654	0.406	0.446	0.53	0.407	0.46	1.9
0.115	0.114	0.124	-1.631	-1.649	-1.639	0.0
0.042	0.002	0.005	-1.529	-3.542	-3.502	-8.35
0.578	0.766	0.93	0.645	2.33	1.796	4.29
0.881	0.013	0.02	-0.428	-1.811	-1.059	-7.28
0.475	0.183	0.059	0.557	0.003	0.032	-0.439
0.986	0.572	0.972	0.255	-0.759	-0.075	-3.89
0.203	0.996	1.0	0.557	0.387	1.761	2.37
0.001	0.0	0.0	0.387	0.39	0.313	0.684
0.134	0.001	0.0	0.473	-0.17	-0.19	-1.55
0.731	0.993	0.987	-0.592	-0.625	-0.37	-5.72
0.991	1.0	1.0	0.457	0.586	1.128	1.46
0.672	0.398	0.862	-0.347	-0.939	-0.829	-4.33
0.006	0.0	0.001	0.425	0.11	0.346	0.419
0.8	0.046	0.063	0.432	-1.818	-1.305	-6.45
0.009	0.985	0.968	-0.387	0.113	-0.379	-0.0976
0.65	0.692	0.447	-0.631	-1.71	-1.685	-6.01
0.538	0.141	0.959	0.299	-0.608	-0.417	-2.4
0.458	0.952	0.99	0.299	0.017	0.865	0.551
0.042	0.989	0.995	0.299	1.985	1.409	3.0
0.009	0.0	0.0	-0.887	-1.607	-0.652	-7.28
0.067	0.605	0.306	0.527	0.125	-0.013	-0.327
0.331	0.012	0.017	-2.253	-1.521	-1.511	-5.92
0.166	0.909	1.0	0.651	2.08	1.08	4.25
0.995	1.0	0.987	0.375	0.396	-0.188	0.08
0.975	0.997	0.845	0.557	0.036	-0.841	0.114
0.186	0.785	0.851	0.557	0.296	0.049	0.191
0.869	0.721	0.779	-0.264	-2.147	-1.353	-8.16
0.517	0.972	0.999	-1.154	-0.768	0.4	-1.36
0.001	0.0	0.0	-1.397	-1.147	-1.131	-4.38
0.0	0.002	0.001	-1.22	-0.305	-0.535	-2.86
0.119	0.171	0.768	-0.475	-0.841	-0.292	-2.65
0.143	0.947	0.175	0.557	0.3	1.212	1.92
0.019	0.003	0.023	-1.592	-2.659	-2.422	-8.92
0.005	0.009	0.001	0.457	0.177	0.059	2.22
0.063	0.018	0.177	-0.682	-2.326	-2.061	-7.63
0.925	1.0	0.998	0.557	0.414	0.038	2.02
0.022	0.602	0.089	-1.438	-1.29	-2.81	-7.9
0.467	0.164	0.024	0.557	-0.165	-0.131	-0.6
0.001	0.0	0.0	-1.943	-2.247	-2.388	-6.05
0.008	0.0	0.0	-2.097	-3.516	-3.041	-6.38
0.887	0.0	0.0	0.457	-0.499	-0.33	-1.91
0.951	1.0	0.999	0.457	0.719	0.155	1.17
0.002	0.0	0.0	-2.184	-0.843	-0.796	-4.07
0.0	0.0	0.012	0.394	0.314	1.471	0.36
0.021	0.0	0.0	0.307	-1.174	-1.47	-7.08
0.699	1.0	1.0	0.3	0.734	0.915	1.9
0.206	0.086	0.897	0.651	2.584	3.699	5.19
0.746	0.0	0.0	-1.542	-5.141	-5.022	-9.09
0.905	1.0	1.0	0.457	2.371	1.505	3.84
0.351	1.0	1.0	-0.277	0.829	1.349	2.69
0.935	0.987	0.985	0.432	0.007	-0.155	-0.597
0.876	0.894	1.0	0.457	0.301	1.069	1.98
0.596	0.004	0.011	-1.315	-4.171	-4.066	-9.11
0.621	0.112	0.004	0.551	-0.569	-0.456	-4.43
0.011	0.0	0.0	-0.472	-1.046	-1.88	-7.47
0.055	0.002	0.0	0.255	-0.532	-0.269	-2.96
0.807	0.998	1.0	0.45	0.042	0.598	1.12
0.002	0.525	0.667	0.559	1.074	0.514	2.44
0.99	1.0	0.999	0.559	0.549	0.412	3.25
0.512	0.345	0.065	-0.344	-3.053	-2.877	-6.17
0.501	0.995	1.0	-0.18	-0.02	0.646	0.758
0.005	0.0	0.001	-0.523	-0.67	-0.046	-2.96
0.015	0.001	0.011	-2.721	-0.956	-0.817	-2.36
0.002	0.0	0.0	0.444	-0.705	-0.843	-4.51
0.022	0.0	0.0	-1.322	-1.139	-1.056	-1.43
0.077	0.0	0.0	0.255	-1.035	-1.009	-3.7
0.007	0.0	0.001	0.551	-0.006	0.502	1.04
0.003	0.0	0.005	-0.382	-1.023	-0.556	-3.42
0.023	0.044	0.135	-1.577	-3.509	-2.854	-7.69
0.515	0.999	1.0	0.307	0.218	0.371	1.84
0.085	0.44	0.05	-0.514	-0.04	-0.048	0.828
0.258	0.041	0.519	0.457	-0.344	-0.052	-2.76
0.42	0.423	0.076	-1.411	-3.416	-2.96	-7.15
0.904	0.005	0.015	0.392	-0.847	-0.07	-2.6
0.184	0.0	0.011	-0.334	-2.985	-2.673	-7.96
0.061	0.003	0.006	0.249	-0.061	-0.833	-1.7
0.861	0.838	0.56	0.465	-1.05	-0.961	-5.26
0.041	0.074	0.001	-0.457	-1.428	-2.164	-7.82
0.173	0.604	0.426	0.474	0.006	-0.09	-0.69
0.582	0.091	0.0	0.557	0.613	-0.264	0.614
0.091	0.082	0.928	0.226	0.652	1.069	2.24
0.34	0.528	0.745	-1.05	-0.682	-0.965	-3.23
0.018	0.679	0.193	0.198	0.129	-0.007	-1.33
0.055	0.244	0.01	0.45	1.721	0.364	1.98
0.016	0.0	0.001	0.45	-1.267	-0.901	-3.23
0.114	0.85	0.404	0.457	0.538	0.097	1.77
0.028	0.555	0.024	0.457	-0.01	-0.484	0.138
0.132	0.0	0.0	0.291	-0.552	-0.388	-3.54
0.006	0.0	0.0	-1.902	-1.089	-1.149	-6.7
0.198	0.003	0.001	0.282	-0.474	-0.542	-0.687
0.01	0.001	0.001	0.188	0.448	0.47	1.82
0.05	0.0	0.0	0.11	-0.943	0.027	-3.63
0.001	0.0	0.0	-2.91	-0.136	0.18	0.118
0.005	0.0	0.004	0.474	-0.018	0.128	-0.808
0.002	0.0	0.001	0.11	-0.207	-0.012	0.336
0.027	0.0	0.0	0.176	-0.898	-0.417	-3.88
0.034	0.0	0.0	0.148	-0.678	-0.313	-2.92
0.007	0.0	0.0	0.176	-0.831	-0.75	-1.81
0.022	0.02	0.102	0.48	1.34	1.732	2.5
0.029	0.0	0.0	0.395	-0.499	-0.867	-4.45
0.082	0.092	0.968	0.55	0.52	1.786	2.64
0.039	0.0	0.001	0.37	-0.996	-0.816	-3.68
0.277	1.0	1.0	0.307	0.423	2.97	1.63
0.846	0.993	0.696	-0.863	-0.163	-0.894	-1.47
0.745	1.0	0.998	0.307	1.639	0.55	2.22
0.011	0.0	0.0	-0.792	-1.045	-1.024	-5.9
0.018	0.004	0.015	-1.508	-0.441	-0.162	-1.73
0.302	0.001	0.002	-1.504	-1.988	0.448	-3.69
0.048	0.952	0.987	-1.428	-0.08	-0.514	-2.3
0.001	0.005	0.019	0.165	0.8	0.451	0.891
0.059	0.426	0.84	0.525	-0.045	0.055	-0.349
0.629	0.966	0.955	0.525	-0.145	-0.554	-2.71
0.912	0.999	1.0	0.457	2.024	1.024	3.98
0.983	0.979	1.0	0.298	1.714	0.86	3.04
0.647	0.965	0.965	-0.724	-1.291	-0.877	-4.27
0.015	0.0	0.003	0.457	0.408	1.615	1.71
0.066	0.0	0.0	-1.095	-1.225	-0.726	-3.29
0.629	0.36	0.043	-0.635	-2.141	-1.891	-8.5
0.182	0.0	0.0	0.307	-0.184	0.048	-1.62
0.062	0.005	0.0	-2.224	-2.637	-2.244	-5.56
0.194	0.925	0.947	-1.059	-1.202	-0.429	-3.22
0.001	0.0	0.0	-0.86	-1.842	-1.652	-5.1
0.011	0.0	0.0	-0.347	-0.41	-0.381	-1.38
0.095	0.0	0.0	0.307	-1.724	-1.643	-5.79
0.272	0.052	0.02	-0.674	-3.954	-3.599	-7.72
0.824	1.0	0.999	0.307	0.324	0.529	2.21
0.894	0.834	0.996	0.474	1.398	2.071	1.9
0.003	0.031	0.045	-0.269	0.902	0.908	2.25
0.144	0.017	0.71	-0.691	-1.152	-1.318	-6.79
0.097	0.799	0.999	0.486	-0.108	0.51	-2.29
0.32	0.001	0.923	0.486	-0.184	0.331	-1.74
0.189	0.979	0.732	-0.847	0.139	-0.214	0.146
0.531	0.297	0.048	0.486	0.655	0.585	1.68
0.555	0.859	0.243	0.486	0.631	0.515	2.73
0.009	0.078	0.132	-0.751	0.308	0.275	0.676
0.098	0.0	0.0	0.375	-2.403	-2.585	-7.33
0.863	0.868	0.953	0.307	-0.599	-0.369	-5.13
0.902	0.778	0.324	-0.512	-2.339	-1.888	-7.35
0.843	0.936	0.768	-1.333	-1.485	-1.47	-6.42
0.052	0.357	0.987	-0.472	-2.014	-0.706	-6.09
0.799	0.265	0.336	-1.876	-2.71	-1.12	-8.83
0.062	0.0	0.0	-1.06	-1.401	-1.752	-4.82
0.972	1.0	1.0	0.307	1.744	1.639	2.63
0.256	0.01	0.028	-0.709	-0.897	-0.436	-5.22
0.752	0.988	0.879	-0.348	0.376	0.15	1.16
0.073	0.199	0.999	0.486	2.199	2.315	4.28
0.112	0.998	1.0	0.557	2.272	3.841	4.38
0.085	0.989	0.978	-0.476	0.296	-0.195	0.568
0.341	0.588	0.385	-1.605	-1.989	-1.735	-7.99
0.363	0.825	0.99	0.557	-0.414	-0.024	-2.39
0.029	0.001	0.0	-0.264	-1.454	-0.658	-7.97
0.001	0.0	0.004	-1.707	-0.532	-0.383	-2.67
0.138	0.001	0.0	-1.482	-1.25	-1.336	-7.17
0.273	0.054	0.257	0.255	0.424	1.028	0.505
0.485	0.997	0.999	0.557	2.43	3.99	5.22
0.975	0.44	0.976	-0.149	0.455	1.855	3.25
0.87	0.896	1.0	0.651	0.319	1.974	2.46
0.996	1.0	1.0	0.478	0.305	0.533	2.88
0.355	0.976	0.885	-0.377	0.091	-0.261	-0.0875
0.987	1.0	0.959	-0.268	0.42	-0.218	0.546
0.999	1.0	0.999	0.53	0.326	0.213	1.52
0.936	0.321	0.02	-0.777	-2.171	-2.957	-11.7
0.994	1.0	1.0	0.557	0.848	0.985	3.55
0.903	1.0	1.0	0.559	0.594	0.868	2.58
0.965	1.0	1.0	0.651	0.644	0.919	3.22
0.98	0.108	0.045	0.374	-2.525	-1.476	-10.0
0.997	1.0	1.0	0.651	1.432	1.689	4.61
0.821	0.996	0.858	0.557	0.175	0.523	0.862
0.708	0.0	0.0	-2.241	-6.552	-6.009	-8.91
0.825	0.993	0.998	0.474	0.134	0.838	1.45
0.127	0.73	0.022	-3.802	-2.346	-1.97	-8.05
0.964	0.168	0.245	0.487	-0.349	-0.501	-1.9
0.792	0.105	0.001	-0.518	-0.498	-0.495	-2.5
0.733	1.0	1.0	0.55	1.452	1.069	3.08
0.0	0.885	0.001	-1.278	0.328	0.627	0.559
0.0	0.987	0.348	-1.471	-0.547	-1.081	-4.74
0.01	0.99	1.0	0.559	0.279	0.543	0.707
0.454	0.989	0.173	0.53	0.37	0.861	2.61
0.848	0.449	0.918	0.53	0.952	1.328	4.02
0.857	1.0	0.998	0.651	2.778	3.911	5.35
0.86	0.99	1.0	-0.14	0.657	1.972	2.97
0.852	0.026	0.005	0.53	-0.361	-0.482	-1.1
0.002	0.0	0.0	-0.255	-0.215	-0.826	-1.9
0.064	0.22	0.671	0.455	0.047	-0.024	1.39
0.063	0.332	0.004	-0.366	0.866	0.307	2.42
0.008	0.06	0.0	0.645	-0.088	-0.462	-1.31
0.933	1.0	0.946	0.525	2.337	0.213	4.4
0.865	1.0	0.97	-0.146	1.438	0.484	4.29
0.99	0.992	0.03	0.557	-0.092	-0.261	-1.75
0.62	0.242	0.0	-0.274	0.248	0.296	1.64
0.394	0.573	0.735	0.557	0.662	0.404	1.5
0.71	0.991	1.0	0.651	0.778	1.046	1.13
0.434	0.003	0.022	-0.266	-0.284	0.711	-0.574
0.057	0.062	0.108	0.48	0.441	0.608	2.48
0.98	0.994	0.97	0.393	-0.331	-0.258	-2.64
0.955	0.999	0.666	0.651	1.333	0.342	3.11
0.267	0.14	0.297	-0.318	-1.25	-0.404	-8.58
0.872	0.386	0.086	0.452	0.174	-0.201	-1.11
0.075	0.013	0.0	0.452	-0.369	-0.366	-0.98
0.081	0.992	0.872	0.553	0.037	-0.249	-0.185
0.024	0.079	0.003	-1.463	-1.087	-0.09	-4.07
0.375	0.998	0.998	-0.259	0.472	1.53	2.45
0.0	0.0	0.0	-2.548	-0.998	-1.146	-6.26
0.379	0.07	0.006	0.645	0.167	-0.56	0.337
0.993	0.97	0.169	0.452	-0.844	-0.712	-3.43
0.039	0.973	0.546	0.452	0.942	1.04	2.77
0.437	0.996	0.944	0.651	0.886	0.9	3.24
0.48	0.622	0.001	0.651	-0.146	-0.269	-1.68
0.0	0.0	0.001	-2.943	-1.047	-0.442	-2.41
0.073	0.01	0.402	-0.295	-0.924	0.222	-3.88
0.106	0.023	0.0	-0.163	-0.567	-1.787	-5.66
0.659	0.998	0.999	0.587	0.806	0.454	3.42
0.01	0.0	0.0	-0.341	-3.397	-2.965	-10.5
0.029	0.009	0.001	-0.14	-0.129	-0.3	-2.8
0.003	0.0	0.0	-0.424	-3.371	-3.472	-9.59
0.033	0.0	0.0	-2.077	-4.086	-3.488	-9.22
0.761	0.995	0.999	0.553	0.21	1.806	1.94
0.016	0.004	0.0	-1.626	-3.617	-4.344	-10.1
0.516	0.997	0.999	0.651	2.613	2.099	4.06
0.02	0.006	0.0	-1.656	-1.756	-1.927	-8.97
0.995	0.999	0.816	0.447	0.009	-0.024	-1.83
0.36	0.01	0.0	-0.424	-0.374	-0.525	-3.04
0.316	0.033	0.037	0.645	-0.254	0.072	-2.08
0.972	0.993	0.984	-0.155	-0.125	0.252	-1.23
0.395	0.092	0.0	-0.14	-0.053	-0.175	-1.08
0.025	0.422	0.991	0.651	0.081	0.357	0.917
0.349	0.474	0.006	-0.146	-0.291	-0.402	-2.44
0.6	0.716	0.973	-1.811	-1.241	-0.885	-5.77
0.004	0.0	0.0	-1.02	-0.78	-0.527	-3.49
0.957	0.038	0.044	0.462	-0.097	-0.073	-0.643
0.408	0.0	0.0	0.379	-3.039	-2.996	-7.14
0.013	0.743	0.0	-0.491	-0.979	-0.478	-3.63
0.085	0.218	0.0	0.401	0.095	-0.5	-0.121
0.07	0.192	0.117	-0.32	-0.911	-1.197	-4.21
0.907	0.935	0.939	-0.321	-0.931	-0.317	-3.64
0.785	0.999	0.908	0.604	0.255	-0.041	0.285
0.459	0.982	0.692	0.604	0.627	0.124	2.67
0.905	0.403	0.973	0.598	1.278	2.34	2.71
0.659	0.525	0.535	-0.204	-0.76	-0.807	-3.17
0.0	0.022	0.001	-1.584	-0.935	-1.492	-5.3
0.004	0.001	0.0	-0.845	-0.514	-1.406	-4.89
0.002	0.0	0.0	-1.549	-0.376	-0.365	-3.55
0.003	0.001	0.0	0.525	0.054	0.092	-0.577
0.887	0.999	0.936	0.525	0.1	0.027	-0.159
0.947	0.998	0.002	0.307	0.419	-0.617	-0.362
0.972	0.561	0.031	0.651	-0.15	-0.25	-0.214
0.537	0.33	0.439	0.45	-0.204	0.272	-0.492
0.014	0.763	0.055	-0.23	0.366	0.313	1.99
0.027	0.127	0.008	-0.356	-1.518	-1.147	-6.38
0.873	0.793	0.05	-0.356	-1.245	-0.931	-4.9
0.967	0.998	0.485	0.651	1.484	0.778	3.17
0.914	0.964	0.897	0.457	-0.969	-0.676	-4.45
0.891	0.978	0.963	0.455	0.048	0.177	1.3
0.993	0.067	0.032	-0.154	-4.031	-3.271	-11.6
0.002	0.0	0.0	-2.57	-2.779	-3.707	-10.7
0.902	0.535	0.847	0.553	-0.595	0.068	-3.72
0.044	0.138	0.003	-1.405	-0.396	0.553	-0.402
0.999	0.98	0.994	0.53	-0.599	-0.07	-2.93
0.855	0.027	0.001	0.457	-1.729	-2.602	-10.8
0.771	0.999	0.999	0.455	0.133	0.323	1.64
0.879	0.938	0.947	0.525	-0.742	-0.537	-5.39
0.962	1.0	1.0	0.319	1.85	3.225	4.92
0.985	1.0	1.0	0.388	0.353	0.852	2.97
0.985	0.994	0.976	-0.385	0.031	0.147	0.353
0.994	1.0	1.0	0.457	0.478	0.616	1.72
0.996	1.0	1.0	0.557	2.399	2.213	4.61
0.998	1.0	1.0	0.557	2.674	4.405	5.67
0.843	1.0	1.0	-0.469	0.219	1.565	2.66
0.471	0.928	0.017	0.559	0.99	0.213	2.76
0.016	0.008	0.001	-0.26	-0.049	-0.028	-0.374
0.043	0.0	0.0	0.557	0.218	-0.067	0.66
0.014	0.893	0.411	0.645	1.297	0.512	2.3
0.996	0.998	0.998	0.559	0.024	0.129	0.0644
0.711	0.0	0.0	-0.456	-0.294	-0.591	-2.61
0.061	0.421	0.002	-0.14	-0.052	-0.307	-1.31
0.436	0.026	0.001	0.53	0.454	0.178	1.45
0.53	0.148	0.065	-0.144	0.782	0.274	2.55
0.982	0.986	0.993	0.651	-0.105	-0.121	-1.28
0.797	0.97	0.829	-0.174	1.544	1.085	4.15
0.084	0.0	0.0	0.255	-0.589	-0.52	-2.79
0.342	0.99	1.0	0.557	2.789	4.756	4.51
0.244	0.012	0.028	0.645	0.089	0.446	1.84
0.859	0.998	0.995	-0.298	-0.048	0.012	-1.05
0.971	0.816	0.202	-0.329	-0.104	-0.438	-1.65
0.945	1.0	0.949	0.53	0.985	0.012	2.52
0.367	0.996	0.98	-0.459	0.568	0.43	1.5
0.967	0.0	0.0	0.457	-0.742	-1.064	-3.11
0.962	1.0	1.0	-0.472	1.278	1.621	3.01
0.584	0.0	0.0	0.552	-5.167	-5.693	-10.4
0.996	1.0	1.0	0.557	1.188	0.607	3.69
0.96	0.999	0.96	0.457	0.242	-0.071	0.123
0.997	1.0	1.0	0.639	0.652	2.069	3.54
0.209	0.053	0.008	-3.609	-3.776	-3.666	-8.92
0.001	0.008	0.0	-1.909	-0.149	-0.647	-0.924
0.296	1.0	0.988	0.651	2.412	0.749	4.32
0.992	0.99	0.975	0.651	-0.124	0.376	-0.275
0.938	0.42	0.231	0.53	0.411	0.261	1.27
0.993	0.845	0.89	0.478	-0.091	0.414	-0.384
0.067	0.0	0.0	0.587	-0.214	-0.227	-1.07
0.989	0.974	0.088	0.524	-0.484	-0.52	-3.31
0.145	0.005	0.0	-0.907	-1.703	-1.283	-7.28
0.047	0.024	0.097	-0.319	-0.347	-0.065	-1.51
0.63	0.31	0.094	-0.253	-0.369	-0.7	-3.04
0.079	0.335	0.987	0.299	-0.307	-0.405	-1.32
0.47	0.499	0.979	0.455	0.425	0.365	1.2
0.699	0.67	0.717	-0.483	-0.015	-0.103	0.00681
0.909	1.0	1.0	0.462	0.619	0.676	1.66
0.933	0.984	0.989	0.52	-0.251	-0.062	-1.81
0.993	0.743	0.671	-0.321	-1.626	-1.482	-9.7
0.997	1.0	1.0	0.651	1.306	0.724	2.39
0.714	0.679	0.128	0.52	-0.04	-0.215	-2.07
0.988	0.999	0.968	0.651	0.106	-0.107	0.118
0.991	1.0	1.0	0.559	2.626	1.048	4.33
0.415	0.999	0.995	-0.808	0.196	0.086	2.48
0.992	0.86	0.038	0.53	-0.08	-0.436	-2.4
0.965	0.946	0.751	-0.161	-0.159	-0.714	-2.96
0.0	0.0	0.0	-0.309	-1.79	-2.656	-10.6
0.01	0.695	0.099	-0.838	-0.019	-0.254	-0.783
0.11	0.648	0.143	-2.273	-0.346	0.134	-0.29
0.105	0.104	0.078	0.559	0.121	-0.038	-0.424
0.004	0.785	0.256	-0.18	-0.145	-0.068	-1.97
0.012	0.801	0.018	-0.142	-0.994	-0.64	-5.91
0.057	0.004	0.012	0.559	1.92	2.354	3.53
0.017	0.0	0.0	-0.413	-2.854	-2.737	-6.29
0.834	0.998	0.996	-0.228	0.011	-0.133	-1.11
0.504	0.245	0.993	-0.261	-0.127	0.034	0.947
0.134	0.0	0.0	0.651	0.176	0.668	2.25
0.062	0.0	0.0	0.53	-0.354	-0.216	-2.66
0.039	0.014	0.035	-1.141	-0.445	-0.398	-0.882
0.242	0.989	0.023	0.404	1.952	0.528	2.64
0.855	0.918	0.289	0.48	1.188	1.001	4.32
0.998	0.999	1.0	0.651	0.259	0.96	1.74
0.998	1.0	1.0	0.651	2.788	4.551	5.87
0.995	0.044	0.001	-0.142	-3.361	-3.4	-12.3
0.93	0.998	0.894	-0.142	0.187	-0.298	-0.213
0.896	1.0	1.0	0.651	2.608	2.881	5.53
0.221	0.0	0.0	-0.245	-1.74	-1.55	-7.78
0.2	0.004	0.0	0.455	-0.179	-0.094	-0.169
0.706	0.995	0.996	0.645	0.724	0.289	2.3
0.672	0.818	0.524	0.645	0.087	-0.228	0.0244
0.931	1.0	1.0	0.651	2.513	0.657	3.06
0.998	1.0	1.0	0.587	2.569	4.381	5.51
0.962	1.0	1.0	0.559	2.58	0.482	4.53
0.995	0.498	0.998	0.559	0.084	0.37	1.84
0.985	0.481	0.264	-0.6	-2.1	-1.623	-8.24
0.99	0.997	0.999	0.455	0.441	0.753	3.44
0.972	0.989	0.935	0.398	1.001	-0.248	1.71
0.996	1.0	1.0	0.587	2.755	2.486	5.54
0.992	1.0	1.0	0.478	2.223	1.259	5.54
0.978	1.0	1.0	0.37	0.771	0.423	4.04
0.997	1.0	1.0	0.473	0.905	2.606	4.31
0.899	1.0	0.999	-1.117	0.328	0.561	2.27
0.984	1.0	1.0	0.651	1.397	2.845	4.48
0.058	0.999	0.998	-1.25	0.419	0.242	1.33
0.989	0.999	0.997	-0.255	0.188	-0.032	0.425
0.995	0.999	1.0	0.379	0.352	0.742	1.03
0.619	1.0	1.0	0.559	2.708	2.156	5.41
0.996	0.961	0.929	-0.144	-0.856	-0.907	-4.99
0.992	0.981	0.946	0.525	-0.099	-0.314	-0.478
0.982	0.99	0.986	-0.468	-0.537	-0.312	-2.99
0.92	0.928	0.931	0.645	-1.014	-0.965	-4.68
0.991	0.999	0.999	-0.48	0.086	0.126	0.63
0.985	0.999	0.999	-1.135	0.027	0.071	0.276
0.997	1.0	1.0	0.645	1.354	1.339	3.27
0.0	0.075	0.99	0.0	0.632	0.979	1.39
0.0	0.001	0.401	0.0	-0.845	-0.547	-3.03
0.99	1.0	0.991	0.53	0.301	-0.149	-0.614
0.969	0.998	0.996	0.651	0.299	0.138	1.04
0.994	1.0	1.0	0.478	2.132	2.318	5.3
0.998	1.0	1.0	0.457	1.997	2.313	4.2
0.985	1.0	1.0	-0.222	0.814	1.343	3.97
0.998	1.0	1.0	0.478	0.486	1.47	3.65
0.059	0.001	0.001	-0.255	-2.016	-1.617	-9.39
0.898	0.999	0.993	0.651	0.153	-0.015	2.15
0.894	0.027	0.001	-2.258	-4.269	-4.222	-11.0
0.201	0.936	1.0	0.651	0.896	1.066	3.02
0.066	0.908	0.805	0.457	1.913	0.91	3.32
0.999	1.0	1.0	0.645	1.249	1.546	3.07
0.986	0.998	0.999	-0.264	0.037	0.265	1.09
0.313	0.005	0.118	-0.817	-0.266	0.151	-0.122
0.998	1.0	1.0	0.478	2.206	0.964	5.8
0.004	0.1	1.0	-0.567	-0.541	0.9	-1.71
0.872	1.0	1.0	0.307	1.604	2.046	3.36
0.98	1.0	1.0	0.525	0.962	1.529	4.58
0.978	0.0	0.0	-0.377	-5.101	-4.722	-11.7
