priPhCons	mamPhCons	verPhCons	priPhyloP	mamPhyloP	verPhyloP	GerpS
0.949	0.427	1.0	0.457	0.451	1.449	1.91
0.721	0.026	0.179	0.379	0.276	0.104	1.02
0.435	0.959	0.524	-0.154	0.316	-0.269	-0.183
0.515	1.0	0.999	0.462	1.434	0.577	4.67
0.003	0.001	0.003	-0.352	-1.623	-1.271	-7.54
0.633	0.763	0.632	0.587	-0.59	-0.667	-4.21
0.182	0.836	0.996	0.544	0.076	0.623	1.61
0.934	0.996	1.0	0.651	0.73	0.645	2.13
0.029	0.0	0.0	-0.449	-1.752	-1.808	-9.81
0.992	0.972	0.788	-0.319	-0.606	-0.638	-1.69
0.258	0.622	0.121	-1.237	-1.47	-1.728	-8.95
0.45	0.986	0.999	0.557	0.355	0.481	0.769
0.003	0.0	0.001	0.375	-0.532	0.267	-1.88
0.003	0.005	0.006	0.557	-0.59	-0.161	-2.3
0.016	0.0	0.0	0.479	0.532	0.406	1.64
0.998	0.994	0.999	0.645	0.389	0.686	3.22
0.075	0.003	0.0	0.402	-0.99	-1.29	-6.21
0.999	0.996	0.998	0.651	-0.123	0.258	-1.27
0.988	1.0	1.0	0.553	0.448	0.432	2.29
0.984	0.969	0.65	-0.14	-0.555	-0.669	-3.73
0.992	0.687	0.202	0.559	-0.569	-1.075	-6.55
0.236	0.0	0.0	0.307	-1.176	-1.137	-4.92
0.001	0.0	0.0	-0.932	-2.119	-1.632	-8.28
0.885	0.0	0.0	-0.15	-3.026	-2.935	-10.1
0.254	0.552	0.993	0.474	0.33	0.633	0.914
0.97	0.96	0.459	0.651	-0.676	-1.047	-6.69
0.692	0.352	0.643	-1.856	-0.952	-0.698	-4.52
0.794	0.925	0.961	0.651	0.576	0.951	3.08
0.807	0.215	0.982	0.53	-0.523	0.025	-1.44
0.842	0.561	0.355	0.357	-0.671	-0.711	-3.01
0.978	0.966	0.993	0.52	-0.146	-0.027	-2.31
0.972	0.001	0.0	-0.295	-2.847	-3.614	-12.1
0.377	0.139	0.132	0.307	-0.112	0.015	-1.38
0.96	1.0	1.0	0.553	0.942	0.489	2.52
0.945	0.999	1.0	0.457	0.235	1.479	2.53
0.084	0.008	0.15	-0.847	-0.279	0.102	-3.54
0.012	0.982	0.138	-3.136	-0.452	-0.531	-1.96
0.968	1.0	1.0	0.597	0.408	0.578	2.99
0.384	0.057	0.069	0.451	1.03	1.228	3.16
0.271	0.981	0.996	0.373	0.031	0.129	0.303
0.72	0.993	0.998	0.462	1.453	0.505	4.03
0.962	0.994	1.0	0.651	0.365	1.259	2.93
0.961	0.93	0.997	-0.363	-0.053	0.162	0.316
0.057	0.961	0.97	-1.036	-0.664	-0.178	-2.15
0.515	0.678	0.946	-0.297	-1.406	-0.408	-5.82
0.674	0.99	0.983	-1.154	-0.183	-0.286	0.0212
0.008	0.0	0.0	-0.503	-0.482	-1.264	-4.94
0.003	0.0	0.004	-1.087	-0.388	-0.104	-0.824
0.041	0.012	0.022	0.437	-0.293	-0.049	-0.661
0.004	0.001	0.974	0.402	0.046	1.46	0.487
0.463	0.21	0.341	-1.205	-2.627	-1.128	-10.5
0.004	0.001	0.002	-0.519	-0.821	-1.197	-2.53
0.999	1.0	1.0	0.651	2.539	2.645	5.1
0.997	1.0	1.0	0.651	2.844	3.92	5.99
0.0	0.0	0.0	-3.515	-0.697	-0.04	-0.106
0.997	1.0	1.0	0.651	2.829	3.568	5.96
0.989	0.168	0.305	-0.14	-0.258	-0.157	-1.42
0.232	0.0	0.0	-0.146	-0.581	-0.864	-3.79
0.004	0.002	0.003	0.55	0.779	1.237	1.89
0.009	0.0	0.0	-1.425	-3.392	-2.444	-6.79
0.93	0.848	0.943	0.544	-0.084	0.175	-0.532
0.881	0.993	0.999	-0.494	0.172	0.307	0.87
0.014	0.0	0.0	-1.381	-7.226	-7.061	-10.9
0.076	0.0	0.0	0.559	0.313	0.688	2.79
0.967	1.0	1.0	0.587	1.41	2.336	4.59
0.996	1.0	0.763	0.55	0.753	0.517	1.75
0.926	0.757	0.679	0.364	-0.6	-1.404	-5.08
0.006	0.0	0.0	-0.309	-0.591	-0.924	-3.88
0.268	0.006	0.011	0.299	0.409	0.516	1.56
0.917	0.325	0.996	0.651	0.071	0.198	-0.366
0.996	0.998	1.0	0.379	0.108	0.892	0.618
0.981	0.998	1.0	0.645	0.946	1.474	3.44
0.391	0.843	0.975	0.478	0.027	0.493	-0.127
0.902	0.998	0.971	0.489	0.111	-0.068	-1.25
0.633	0.986	0.997	0.451	0.799	0.108	2.15
0.003	0.0	0.001	-0.741	-0.643	-0.509	-1.6
0.99	0.999	1.0	0.651	1.201	2.27	2.77
0.478	0.116	0.726	-0.449	-1.805	-0.849	-7.25
0.993	1.0	1.0	0.645	2.702	1.934	5.4
0.835	0.999	1.0	0.645	2.644	2.195	4.8
0.905	0.982	0.982	0.45	0.702	1.375	1.71
0.005	0.0	0.0	0.651	-0.177	0.018	-1.97
0.803	0.976	0.61	0.557	0.3	-0.217	0.132
0.01	0.303	0.328	-0.542	-0.58	-0.351	-3.08
0.733	0.716	0.211	0.455	0.868	0.104	1.19
0.05	0.002	0.049	-2.218	-3.871	-2.602	-8.37
0.007	0.364	0.997	0.651	0.195	0.319	2.55
0.378	0.0	0.0	-0.559	-0.123	-0.993	-3.05
0.874	1.0	0.993	0.557	0.554	0.208	2.18
0.996	1.0	1.0	0.525	2.15	0.576	5.62
0.994	1.0	1.0	0.332	1.476	0.78	2.11
0.04	0.007	0.048	0.157	0.738	0.228	1.04
0.986	0.094	0.014	-0.898	-2.666	-3.053	-11.5
0.851	0.999	0.998	0.632	0.356	0.238	0.587
0.374	0.214	0.488	-0.52	-1.018	-0.913	-5.9
0.429	0.0	0.0	-0.286	-0.813	-0.937	-6.19
0.948	0.153	0.013	-0.543	-2.861	-2.198	-10.9
0.758	0.999	0.999	0.587	1.086	1.372	3.42
0.992	1.0	1.0	0.651	0.535	1.1	1.82
0.899	0.98	0.997	-0.261	-0.186	0.016	-1.04
0.239	0.998	0.998	-0.18	0.586	1.986	2.82
0.224	0.898	0.861	0.457	-0.427	-0.215	-1.12
0.358	0.492	0.0	0.651	0.777	0.189	2.31
0.159	0.948	0.932	-0.286	0.91	0.976	2.39
0.001	0.0	0.0	-2.897	-3.596	-3.427	-4.15
0.007	0.001	0.001	0.462	-0.158	-0.143	-1.24
0.591	0.176	0.0	-2.886	-3.445	-2.374	-8.28
0.824	0.564	0.094	-0.478	-0.214	-1.228	-4.04
0.139	0.004	0.014	0.559	-0.38	-0.323	-3.04
0.003	0.0	0.888	0.383	0.331	1.173	1.57
0.965	0.998	0.993	-0.386	-0.013	-0.006	-0.206
0.97	0.985	0.909	-0.144	-0.33	-0.293	-2.48
0.345	1.0	0.665	0.478	0.274	0.083	0.00332
0.896	0.963	0.914	-1.11	-0.302	-0.413	-1.77
0.986	1.0	1.0	0.53	2.207	2.519	4.98
0.009	1.0	1.0	0.559	1.308	3.4	4.62
0.95	0.325	0.881	-2.514	-0.986	-0.404	-6.3
0.998	1.0	1.0	0.53	2.368	1.632	6.17
0.977	1.0	1.0	-0.14	1.448	1.022	3.74
0.999	0.976	0.42	0.53	-0.734	-1.089	-6.55
0.99	0.725	0.381	-0.257	-1.692	-1.569	-11.0
0.002	0.002	0.001	-2.677	-2.626	-3.416	-1.99
0.889	0.997	0.991	0.3	0.143	-0.184	0.798
0.986	0.998	0.927	-1.121	-0.095	-0.368	-0.536
0.27	0.821	0.838	-0.783	0.842	1.669	3.56
0.971	1.0	1.0	-0.466	0.89	2.123	4.26
0.996	0.999	0.991	-0.307	0.052	-0.024	-0.0749
0.9	0.981	0.921	-0.552	-0.956	-1.372	-7.77
0.155	0.396	0.063	-0.811	-1.875	-1.499	-9.2
0.942	1.0	1.0	0.651	2.862	2.647	6.02
0.969	0.999	1.0	-1.092	0.051	0.777	1.31
0.05	0.001	0.001	0.557	0.78	0.508	2.29
0.971	1.0	1.0	0.525	2.172	1.207	4.59
0.106	0.004	0.217	-2.467	-0.813	-0.532	-3.28
0.796	0.997	0.933	0.645	1.473	0.3	2.86
0.918	0.987	0.993	0.307	0.015	0.243	1.61
0.278	0.009	0.027	-0.752	-1.719	-2.143	-8.17
0.998	1.0	0.998	0.651	0.442	0.184	1.23
0.733	0.662	0.824	-1.647	-1.816	-0.652	-7.36
0.009	0.001	0.927	-0.286	0.062	0.115	1.53
0.094	0.427	0.976	0.291	0.388	1.854	2.09
0.015	0.007	0.017	-0.255	-0.109	-0.132	-0.546
0.988	0.992	0.985	-0.927	-0.364	-0.071	-2.17
0.936	0.995	0.99	0.436	0.524	0.294	1.28
0.997	1.0	1.0	0.651	2.492	2.527	5.33
0.734	0.9	0.942	-1.358	-0.057	0.215	-0.562
0.812	0.16	0.148	0.457	-0.01	0.163	0.381
0.003	0.001	0.003	-0.978	-1.14	-0.47	-2.49
0.006	0.004	0.612	-0.4	-0.304	0.172	-1.25
0.993	1.0	0.999	-0.14	0.768	0.449	3.72
0.629	0.932	0.998	0.559	0.635	1.447	2.84
0.042	0.0	0.401	-2.453	-4.776	-2.287	-10.0
0.0	0.0	0.0	-2.848	-1.276	-1.357	-3.06
0.962	0.001	0.0	-0.319	-1.704	-2.55	-8.06
0.107	0.961	0.572	-0.777	-0.792	-0.718	-2.22
0.782	0.999	1.0	0.473	1.887	2.878	4.75
0.004	0.0	0.0	0.395	-0.087	-0.518	-0.307
0.985	0.983	0.985	0.55	-0.151	0.137	-1.44
0.955	0.991	0.935	0.455	-0.074	-0.279	-1.4
0.34	0.385	0.966	0.593	0.462	1.221	1.96
0.002	0.002	0.002	-1.001	-0.11	-0.109	-0.605
0.213	0.983	0.989	-0.309	-0.607	-0.238	-2.47
0.076	0.01	0.004	0.157	0.186	0.375	1.23
0.014	0.0	0.066	-1.235	-5.029	-3.167	-10.0
0.195	0.772	0.984	-0.289	-0.355	-0.315	-2.76
0.947	0.397	0.921	-0.347	0.058	0.361	1.73
0.913	0.083	0.087	-0.269	-0.644	-0.777	-4.58
0.028	0.267	0.995	0.423	-0.18	0.067	0.526
0.003	0.002	0.005	-0.14	-0.011	0.15	-0.382
0.549	0.999	1.0	0.436	0.789	2.354	2.69
0.795	0.528	0.95	0.437	0.631	1.317	1.65
0.998	1.0	1.0	0.525	2.244	1.416	3.95
0.991	0.827	0.093	0.645	0.332	-0.345	0.723
0.055	0.982	0.712	-0.186	-0.209	-0.776	-2.55
0.998	1.0	1.0	0.651	0.508	0.774	2.62
0.198	0.9	0.514	-2.414	-0.124	0.037	-2.64
0.973	0.979	0.154	-0.235	-0.442	-1.328	-4.05
0.997	0.998	0.999	0.651	0.266	0.51	2.55
0.742	1.0	1.0	0.546	2.4	0.807	3.17
0.095	0.064	0.985	0.385	-0.041	0.793	-0.161
0.004	0.001	0.039	0.645	0.95	0.449	2.47
0.033	0.163	0.044	-2.664	-1.208	-0.779	-2.36
0.988	1.0	1.0	0.557	1.313	2.13	4.6
0.003	0.143	0.0	0.457	0.381	0.004	-0.269
0.998	1.0	1.0	0.645	2.899	4.705	6.1
0.078	0.0	0.005	0.547	-0.061	0.353	1.13
0.092	0.081	0.448	-0.488	-1.49	-1.686	-4.82
0.287	0.0	0.001	-0.222	-4.123	-3.083	-10.5
0.318	0.997	0.983	-0.751	0.045	-0.115	0.209
0.0	0.0	0.001	-0.568	0.279	0.718	1.64
0.455	0.003	0.199	0.381	-0.343	-1.346	-2.59
0.34	1.0	1.0	-1.023	0.696	1.026	3.69
0.932	1.0	1.0	0.426	1.024	0.873	2.59
0.728	0.697	0.791	-1.108	-0.964	-0.679	-10.6
0.001	0.0	0.0	-2.17	-0.722	-0.596	-3.5
0.919	0.146	0.031	-1.624	-1.958	-2.387	-10.2
0.997	0.777	0.851	0.478	0.509	0.456	2.81
0.995	1.0	1.0	-0.148	0.668	0.444	1.98
0.997	1.0	1.0	0.587	2.891	1.44	6.08
0.007	0.0	0.0	-1.627	-1.933	-1.966	-7.75
0.765	0.331	0.017	-0.383	-3.617	-3.002	-10.4
0.309	0.007	0.0	-0.358	-1.255	-2.153	-5.45
0.0	0.0	0.0	-0.14	-0.187	0.049	-3.19
0.911	0.537	0.546	-1.634	-1.571	-0.609	-7.67
0.016	0.971	1.0	0.651	0.854	2.789	4.17
0.998	0.997	0.994	0.53	-0.165	-0.066	-1.45
0.847	0.921	0.586	0.651	1.104	0.649	2.88
0.098	0.0	0.0	-1.067	-1.06	-1.086	-5.46
0.987	1.0	1.0	0.557	2.506	2.479	5.36
0.998	0.994	0.992	0.645	-0.071	0.104	-0.441
0.001	0.0	0.0	-1.497	-1.11	-1.5	-8.45
0.997	1.0	0.999	0.53	0.472	0.254	3.41
0.139	0.0	0.0	-2.341	-4.123	-3.944	-12.1
0.107	0.256	0.26	-0.354	-0.2	-0.469	-4.07
0.001	0.001	0.041	-0.69	-0.98	-1.944	-1.89
0.037	0.998	0.996	-0.262	0.838	1.149	4.17
0.998	1.0	1.0	0.587	2.629	3.577	5.58
0.004	0.0	0.0	0.307	0.275	0.267	0.808
0.973	0.999	1.0	0.393	0.503	0.972	3.25
0.99	0.992	0.989	0.557	-0.365	-0.084	-1.54
0.994	0.998	0.999	-0.144	-0.009	0.376	1.1
0.967	1.0	1.0	-0.931	0.341	0.808	2.88
0.566	1.0	1.0	0.651	2.491	0.724	4.06
0.376	0.999	0.999	-0.142	1.232	0.516	3.36
0.991	0.999	0.999	-0.261	0.181	0.48	1.16
0.877	0.998	0.999	0.457	0.284	0.704	2.12
0.073	0.894	0.5	0.387	-0.709	-0.984	-6.54
0.299	0.012	0.016	-2.759	-4.146	-2.844	-9.85
0.038	0.215	0.963	0.432	0.064	0.531	0.708
0.015	0.0	0.0	-0.898	-4.487	-4.529	-10.4
0.999	1.0	1.0	0.651	0.622	2.228	2.63
0.996	0.114	0.202	0.581	-0.568	-1.199	-4.53
0.98	1.0	0.999	-0.14	0.307	0.666	2.17
0.007	0.0	0.001	-2.618	-3.319	-1.561	-11.6
0.246	0.002	0.0	0.178	1.01	0.127	1.24
0.992	1.0	0.997	0.557	0.748	0.308	2.54
0.003	0.003	0.0	0.299	-0.078	-0.336	-1.65
0.002	0.013	0.013	-0.23	0.346	0.332	1.48
0.765	1.0	0.999	0.557	2.528	0.354	3.61
0.069	0.069	0.079	0.198	0.195	0.202	0.158
0.014	0.042	0.386	-0.234	0.707	1.641	3.41
0.077	0.999	0.999	0.307	0.942	1.142	1.94
0.726	0.664	0.181	-1.217	-1.128	-1.408	-6.02
0.964	0.986	0.997	0.557	0.131	0.429	-0.956
0.009	0.052	0.027	0.587	1.487	0.969	1.45
0.076	0.963	0.977	-1.196	-0.287	-0.329	-2.03
0.001	0.0	0.0	0.559	0.026	0.059	0.625
0.807	1.0	1.0	0.444	0.42	0.649	1.13
0.003	0.021	0.0	-1.837	-0.845	-1.125	-2.34
0.958	0.997	0.999	-2.145	-0.16	0.424	0.372
0.99	1.0	0.999	0.53	0.405	0.358	2.01
0.0	0.0	0.0	-1.664	-0.241	-0.384	-1.44
0.062	0.004	0.336	-0.339	-1.661	-0.031	-6.18
0.839	0.829	0.85	-0.223	0.24	-0.574	-1.0
0.96	0.992	0.996	-0.997	-0.043	0.125	1.08
0.003	0.0	0.0	0.651	0.267	0.038	1.03
0.228	0.124	0.316	-1.063	-3.898	-1.449	-9.4
0.999	1.0	1.0	0.651	2.597	2.934	3.74
0.92	0.745	0.108	-1.274	-1.281	-1.463	-7.66
0.988	0.953	0.969	0.559	-0.599	-0.43	-3.47
0.003	0.0	0.0	-2.339	-2.805	-3.521	-5.62
0.012	0.0	0.0	-0.498	-2.709	-1.95	-9.94
0.799	0.004	0.011	-0.268	0.102	0.099	1.05
0.996	0.954	0.774	-0.146	-0.692	-0.689	-4.01
0.9	0.899	0.714	-0.954	-0.881	-0.72	-5.01
0.751	0.165	0.0	0.3	-0.459	-0.678	-3.13
0.983	0.884	0.972	-0.386	-1.189	-0.272	-3.61
0.021	0.994	1.0	0.557	2.272	5.291	4.59
0.97	0.997	0.999	0.457	0.915	0.723	2.93
0.512	0.507	0.537	0.11	0.109	0.111	0.0
0.014	0.0	0.0	0.291	-1.901	-1.735	-7.53
0.023	0.015	0.0	-1.772	-0.475	-0.915	-5.38
0.954	0.986	0.288	-2.48	-0.729	-1.716	-6.91
0.59	0.869	0.124	0.645	0.181	0.097	0.824
0.376	0.994	0.904	-1.895	-0.251	-0.399	-4.65
0.0	0.0	0.0	0.0	-0.0	0.0	0.0
0.694	0.999	0.996	0.457	1.065	0.031	2.42
0.556	1.0	1.0	0.645	2.828	2.76	5.96
0.01	0.006	0.001	-0.126	-0.841	-0.731	-4.42
0.914	0.242	0.69	-0.285	-1.942	-0.661	-7.75
0.002	0.435	0.866	-0.493	0.221	-0.0	-0.0254
0.802	1.0	1.0	-0.25	1.388	0.928	3.46
0.401	0.998	0.997	-0.451	0.03	0.044	1.29
0.695	0.055	0.136	0.462	1.204	0.349	3.01
0.998	0.999	0.995	0.651	0.368	0.309	1.55
0.995	1.0	0.999	-0.23	0.519	0.183	1.07
0.001	0.263	0.141	0.651	0.575	0.75	2.9
0.988	1.0	1.0	0.455	0.949	0.831	3.23
0.044	0.877	0.983	-0.83	0.054	-0.093	-0.862
0.004	0.02	0.778	0.474	0.766	1.656	2.53
0.13	0.929	0.977	0.375	-0.529	-0.49	-3.11
0.982	1.0	1.0	0.557	2.708	1.85	4.02
0.112	0.001	0.0	0.457	0.26	-0.04	0.031
0.991	0.995	0.992	0.451	-0.497	-0.225	-2.61
0.975	0.082	0.003	-0.855	-4.474	-4.259	-10.7
0.458	0.999	0.999	0.478	0.094	0.111	1.6
0.278	0.017	0.059	-1.981	-4.938	-2.758	-9.39
0.488	0.001	0.0	-0.481	-0.497	-0.013	-2.76
0.871	1.0	1.0	0.457	1.052	1.011	4.2
0.02	0.173	0.882	0.153	1.39	0.16	1.93
0.55	0.111	0.793	-0.144	0.105	0.965	1.42
0.981	0.996	0.996	0.535	-0.325	-0.296	-1.25
0.016	0.0	0.959	0.462	-0.118	1.751	0.34
0.781	1.0	1.0	0.457	1.339	0.658	4.11
0.183	0.544	0.748	0.451	-0.064	-0.287	-0.191
0.817	0.956	1.0	0.64	0.228	1.338	2.16
0.018	0.461	0.976	-0.144	-0.195	0.023	0.147
0.028	0.892	0.735	0.157	-0.253	-0.019	-1.54
0.638	0.996	1.0	0.478	2.193	1.461	4.29
0.873	1.0	1.0	0.457	1.182	1.646	3.41
0.011	0.016	0.524	-0.906	-0.048	0.338	0.525
0.967	1.0	0.999	0.473	0.373	0.348	3.07
0.012	0.0	0.002	-0.265	-1.562	-2.216	-6.4
0.072	0.084	0.069	-1.245	-1.766	-1.829	-10.1
0.868	0.905	0.377	-0.353	-0.507	-0.331	-2.72
0.283	1.0	0.997	-0.225	0.839	0.433	2.73
0.585	0.001	0.0	-1.35	-1.156	-0.341	-4.71
0.053	0.695	0.889	-0.775	-0.94	-0.484	-4.81
0.001	0.001	0.004	0.109	0.107	0.064	1.05
0.999	1.0	1.0	0.645	0.72	1.695	3.78
0.819	1.0	1.0	-0.429	0.343	0.438	1.5
0.849	0.99	0.966	-0.353	0.807	0.717	3.1
0.964	0.999	1.0	0.457	2.152	2.569	3.87
0.132	0.0	0.002	0.525	-0.538	-0.158	-2.52
0.993	0.999	0.999	-0.246	0.25	0.321	2.79
0.004	0.025	0.032	0.544	0.208	-0.018	0.27
0.004	0.001	0.288	0.48	-0.154	-0.146	0.538
0.01	0.0	0.0	-0.534	-1.45	-1.408	-3.25
0.89	0.614	0.105	-2.411	-0.64	-0.668	-5.62
0.998	1.0	1.0	0.452	0.991	1.36	3.52
0.152	0.0	0.05	-0.424	-1.024	-0.385	-3.6
0.998	1.0	1.0	0.473	2.028	2.063	5.07
0.048	0.043	0.003	-1.301	-0.428	-0.493	-4.4
0.005	0.03	0.158	0.462	0.283	0.572	0.663
0.958	1.0	0.999	0.444	0.609	0.122	2.32
0.017	0.493	0.59	0.651	-0.188	-0.157	-1.18
0.01	0.001	0.0	-1.689	-2.028	-1.789	-7.66
0.01	0.003	0.236	0.3	-0.078	0.967	-0.362
0.909	0.893	0.953	-1.275	-1.265	-0.408	-7.23
0.371	0.0	0.001	-1.732	-2.986	-2.602	-10.7
0.917	0.502	0.046	-1.16	-2.229	-2.203	-12.1
0.116	0.0	0.035	-0.464	-2.389	-2.8	-5.39
0.998	0.994	0.966	0.53	-0.415	-0.853	-4.58
0.318	0.998	1.0	0.639	2.294	3.955	4.45
0.722	0.998	1.0	0.55	2.327	4.178	5.06
0.524	0.001	0.002	0.53	-0.678	-0.527	-5.49
0.598	0.009	0.049	-0.176	-2.102	-1.652	-10.3
0.524	0.983	0.988	-0.373	-0.004	-0.451	-2.48
0.059	0.262	0.134	-0.353	1.303	1.053	3.39
0.376	0.413	1.0	-0.144	0.392	1.45	1.37
0.486	0.971	0.031	0.538	0.091	-0.07	0.981
0.925	0.999	0.999	0.587	0.662	0.745	2.22
0.997	1.0	1.0	0.53	2.324	1.752	6.07
0.992	0.999	0.998	0.486	0.029	0.185	-0.523
0.344	0.936	0.972	-0.278	-0.343	-0.03	-0.707
0.978	0.026	0.195	0.398	-0.367	-0.374	-1.02
0.045	0.0	0.0	-2.111	-2.136	-2.183	-10.8
0.997	1.0	1.0	0.559	1.053	0.752	3.5
0.123	0.0	0.039	-1.238	-0.381	-0.075	-1.95
0.04	0.0	0.0	0.281	-0.311	-0.284	-2.08
0.015	0.0	0.0	-0.272	-4.39	-4.184	-9.39
0.767	0.031	0.0	-1.752	-2.966	-2.235	-11.4
0.997	1.0	1.0	0.587	1.399	1.633	3.06
0.977	0.988	0.984	0.478	-0.451	-0.066	-5.2
0.593	0.997	0.999	-0.256	0.681	0.595	1.34
0.199	1.0	1.0	0.467	2.034	4.599	3.02
0.943	0.726	0.998	-0.14	0.056	0.605	0.114
0.408	0.01	0.027	-1.036	-0.104	-0.19	-0.842
0.002	0.001	0.05	-1.349	-0.083	0.326	0.0941
0.996	1.0	1.0	0.551	2.676	2.737	5.68
0.036	0.123	0.13	0.557	-0.051	-0.055	-0.225
0.976	1.0	1.0	0.299	0.772	0.59	1.62
0.4	0.004	0.015	-0.401	-2.039	-1.665	-11.0
0.984	0.991	0.992	-0.435	-0.771	-0.253	-2.49
0.968	0.997	0.985	-0.494	-0.06	0.085	-0.772
0.741	0.113	0.912	0.455	-0.812	-0.364	-5.38
0.956	0.738	0.929	-0.459	-0.407	-0.665	-3.25
0.654	0.01	0.05	-1.735	-4.518	-4.415	-8.56
0.885	0.657	0.018	0.468	-2.082	-1.789	-9.4
0.298	0.995	0.966	0.53	0.825	0.685	2.51
0.993	1.0	1.0	0.651	0.806	0.797	2.69
0.104	0.995	0.96	-1.276	-0.138	-0.47	-2.0
0.961	0.839	0.996	0.651	2.532	1.96	4.44
0.739	1.0	1.0	0.455	1.043	0.864	3.44
0.992	0.957	0.01	0.651	0.204	-0.061	0.419
0.977	0.998	1.0	0.55	1.27	2.281	4.5
0.026	0.999	1.0	0.451	0.96	1.196	2.41
0.04	0.028	0.048	0.559	-0.088	0.345	0.718
0.453	0.323	0.122	-1.381	-0.851	-0.779	-3.23
0.152	0.0	0.001	0.53	-1.022	-0.34	-4.94
0.896	0.991	0.996	-0.307	-0.164	0.279	-0.379
0.553	0.781	0.466	0.52	0.932	0.48	3.07
0.917	0.019	0.001	-1.996	-4.568	-3.979	-11.5
0.945	0.01	0.003	-0.804	-3.802	-3.556	-10.0
0.266	0.011	0.001	0.45	-1.407	-1.516	-8.93
0.997	0.999	1.0	0.53	0.13	0.688	0.113
0.967	0.001	0.013	0.455	-0.778	-0.686	-5.33
0.994	0.975	0.999	0.651	-0.266	0.314	-1.64
0.036	0.0	0.0	0.48	-0.237	-0.229	-0.952
0.01	0.0	0.0	-0.443	-0.26	-0.936	-3.76
0.997	1.0	0.999	0.478	0.971	0.171	1.76
0.986	1.0	1.0	0.645	0.645	1.065	3.6
0.001	0.835	0.954	-1.908	-1.042	-0.507	-4.54
0.0	0.01	0.01	-1.05	-0.315	-0.022	-0.181
0.713	0.103	0.414	-0.478	-1.786	-1.111	-9.66
0.76	1.0	1.0	0.462	2.228	2.796	4.55
0.981	1.0	1.0	-0.283	1.084	3.115	3.73
0.487	0.044	0.001	0.511	-0.528	-0.095	-3.29
0.123	0.0	0.0	-0.21	-1.053	-0.955	-5.17
0.91	1.0	1.0	0.651	0.784	1.158	3.92
0.998	1.0	1.0	0.651	2.806	2.083	5.4
0.833	0.918	0.962	-0.353	-0.745	-0.373	-6.3
0.972	0.086	0.032	0.53	0.077	0.107	0.584
0.001	0.002	0.0	-1.127	0.017	-0.042	-1.15
0.15	0.023	0.086	0.512	0.538	0.747	1.79
0.845	0.968	0.998	-0.327	0.365	0.274	1.26
0.87	0.984	0.823	0.307	0.115	-0.126	-0.468
0.996	1.0	1.0	-0.15	1.625	2.98	5.27
0.071	0.328	0.349	0.462	1.144	0.535	2.88
0.005	0.001	0.002	-0.264	-0.675	-0.619	-2.72
0.985	0.997	1.0	-0.494	-0.181	0.505	0.11
0.625	0.978	0.414	-0.806	-0.218	-0.301	0.345
0.993	0.997	1.0	0.544	-0.186	0.359	-1.16
0.994	1.0	0.005	0.375	0.682	0.01	1.69
0.11	0.549	0.519	0.462	0.303	-0.014	0.619
0.004	0.499	0.998	-0.309	0.129	0.371	1.01
0.344	0.896	0.796	-0.295	-0.95	-0.994	-6.71
0.0	0.0	0.0	-2.364	-3.117	-3.206	-3.38
0.955	0.994	0.996	-0.37	0.021	0.464	0.22
0.997	0.999	0.958	-0.15	-0.007	-0.34	-1.29
0.999	1.0	1.0	0.645	2.612	2.736	5.6
0.688	0.999	1.0	-0.155	0.452	1.51	0.998
0.799	0.878	0.84	-1.49	-0.315	-0.149	-1.01
0.001	0.294	0.112	-0.558	-0.331	-0.724	-5.33
0.878	0.092	0.001	0.53	-0.062	-0.168	-0.588
0.036	0.0	0.0	0.307	0.216	0.204	0.75
0.728	0.065	0.065	0.28	-0.991	-0.986	-1.98
0.95	0.996	0.936	-1.413	-0.321	-0.316	-1.56
0.003	0.0	0.0	-0.483	-0.661	-1.106	-2.82
0.013	0.002	0.0	-1.611	0.216	0.049	1.49
0.995	0.993	0.841	-0.139	-0.307	-0.459	-2.08
0.566	0.0	0.0	0.198	-1.294	-1.631	-4.38
0.2	0.151	0.953	0.559	-1.118	-0.72	-5.65
0.999	1.0	1.0	0.645	1.323	1.082	3.55
0.989	0.993	0.986	-0.14	1.564	1.222	3.91
0.854	0.386	0.804	-1.023	-1.577	-0.149	-7.27
0.699	0.981	0.999	0.444	0.318	0.489	1.88
0.996	0.649	0.174	0.393	-1.662	-1.511	-6.95
0.003	0.948	0.952	-1.278	0.171	0.189	1.34
0.083	0.498	0.94	0.45	-0.615	-0.424	-4.68
0.336	0.571	0.045	-0.142	-0.632	-1.419	-5.65
0.058	0.006	0.007	0.646	0.2	0.192	0.631
0.992	0.998	0.997	0.645	2.621	1.154	3.58
0.742	0.048	0.036	0.299	1.383	0.622	1.46
0.479	0.012	0.012	-0.341	-3.435	-3.55	-11.0
0.995	1.0	0.999	0.53	0.425	0.406	1.85
0.988	0.994	0.994	0.645	0.416	0.058	2.98
0.992	1.0	1.0	-0.363	0.345	1.167	1.93
0.007	0.243	0.0	-0.454	0.015	-0.007	1.01
0.921	0.337	0.143	-0.687	-2.723	-3.017	-8.79
0.319	1.0	1.0	0.525	2.32	2.628	5.24
0.687	0.991	1.0	0.557	0.645	0.619	2.09
0.887	0.323	0.124	-0.476	-0.864	-2.23	-7.24
0.935	0.258	0.838	0.559	-1.419	-0.703	-7.31
0.892	0.998	1.0	-0.451	0.484	1.194	3.39
