dPSIZ	SR-	SR+	FAS6-	FAS6+	MES	dMES	MES+	MES-	MEC-MC?	MEC-CS?	MES-KM?	PESE-	PESE+	PESS-	PESS+
	0.0076	0.0	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
															
-1.441															
-0.114	0.0000	0.0159	0.0000	0.0000					0.0	0.0	0.0	0.0119	0.0119		
															
-1.847															
															
	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0040	0.0000	0.0000
	0.0000	0.0023	0.0000	0.0000	5.6100	8.3700	8.3700		0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
0.014	0.0034	0.0050	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0071	0.0000	0.0000
-1.028	0.0000	0.0000							0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0000	0.0000	0.0000	0.0000	8.3100	0.7700	-0.7700	0.7700	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.961	0.0	0.0526	0.0000	0.0000	3.5900	8.5000	8.5000		0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
															
-0.134	0.0233	0.0000	0.0000	0.0000	4.7400	0.5700	0.5700	-0.5700	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.5000
-0.418	0.0000	0.0000	0.0000	0.0000	9.1300	1.9200	-1.9200	1.9200	0.0	0.0	1.0	0.0000	0.0000	0.0000	0.0909
1.043															
	0.0000	0.0055	0.0000	0.0000					0.0	0.0	0.0	0.0065	0.0000	0.0000	0.0000
	0.0000	0.0015	0.0000	0.0000	2.4400	0.1000	-0.1000	0.1000	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
1.27	0.1250	0.125							0.0	0.0	0.0	0.0000	0.0000		
0.813															
-0.302	0.0152	0.0152	0.0000	0.0000	2.4800	8.7500	8.7500		0.0	1.0	0.0	0.0000	0.0000	0.5000	0.0000
-0.622															
-0.176	0.0034	0.0034	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0	0.0007	0.0000	0.0000	10.2800	8.1800	-0.6000	8.1800	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0	0.0	0.0000	0.0000	5.9900	7.6000		7.6000	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0126
1.905															
0.844	0.1000	0.1000	0.0000	0.0000	2.0900	0.2200	0.2200		0.0	1.0	0.0	0.0000	0.0000		
0.588	0.0000	0.0204	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000		
-0.994	0.0000	0.0357	0.0000	0.0000					0.0	0.0	0.0	0.2500	0.0000	0.0000	0.0000
-0.092															
	0.0000	0.0000	0.0000	0.0000	2.1100	0.1600	0.1600		0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0127
	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-1.59	0.0000	0.0000	0.2500	0.0000	4.1500	7.9500	7.9500		0.0	1.0	0.0	0.1000	0.0000		1.0000
-0.781															
	0.0000	0.0068	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0200	0.0200
	0.0076	0.0000	0.0000	0.0250	5.1200	4.5500		4.5500	0.0	1.0	0.0	0.0000	0.0333	0.0000	0.0000
-0.09	0.0	0.0392	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0333		
0.016	0.0000	0.0081	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.543	0.0741	0.0	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.1000		
1.516	0.0000	0.0	0.5000	0.0000	6.3800	4.8700		4.8700	0.0	1.0	0.0	0.0000	0.0750	0.5000	0.0000
	0.0000	0.0027	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-1.703	0.0000	0.0000	0.0000	0.2500	7.6600	2.2400	2.2400	-2.2400	0.0	1.0	0.0	0.0000	0.0000		
0.167	0.0145	0.0145	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0000	0.0000	0.0000	0.0000	4.0900	0.9300	0.9300	-0.9300	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
1.265	0.0345	0.0	0.0000	0.0000					0.0	0.0	0.0	0.1111	0.0000	0.0000	0.0000
0.569	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000		
-2.078	0.0526	0.0526							0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0000	0.0175	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-2.467	0.0952	0.05			7.5100	0.6000	0.6000	-0.6000	0.0	1.0	0.0	0.2500	0.0000	0.0000	0.0000
-0.17	0.0000	0.0036	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0032	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
0.247	0.0000	0.0063	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
0.412															
-1.558															
-0.264	0.0435	0.0435	0.0000	0.0000	4.6600	0.5300	0.5300	-0.5300	0.0	1.0	0.0	0.0000	0.0000		
	0.0000	0.0013	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-1.185	0.0000	0.0052	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000		
-1.046	0.0625	0.0		1.0000	3.2300	0.8300	0.8300	-0.8300	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
															
															
1.77	0.0000	0.0152							0.0	0.0	0.0	0.0000	0.1429	0.0000	0.0000
-0.18	0.0000	0.0769	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.558	0.0000	0.027	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0323	0.0000	0.0000
1.006															
0.011	0.0	0.0	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
2.007															
-2.881	0.0	0.0	0.0000	0.0000	8.1400	3.4500	-3.4500	3.4500	0.0	0.0	1.0	0.2000	0.0000	0.0000	0.0000
-0.045	0.0323	0.0	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0556		
-0.832	0.0000	0.0092	0.0000	0.0000	5.2800	0.4600	0.4600	-0.4600	0.0	1.0	0.0	0.0000	0.0238	0.0000	0.0000
-1.821	0.0000	0.0000	0.0000	0.0000	4.7000	7.9600	7.9600	5.5500	1.0	1.0	0.0	0.0000	0.1667		
															
1.027	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000		
	0.0000	0.0042	0.0000	0.0000	4.1100	0.5800	0.5800	-0.5800	0.0	1.0	0.0	0.0000	0.0268	0.0000	0.0000
0.4	0.0000	0.0256	0.0833	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.428															
	0.0027	0.0054	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0030	0.0000	0.0000	0.0000	4.3100	3.4200	3.4200		0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
1.592															
-0.474	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.69	0.0000	0.0286	0.0000	0.0000	2.2000	0.8900		0.8900	0.0	1.0	0.0	0.0000	0.0000		
-0.702															
															
	0.0071	0.0071	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0303	0.0000	0.0000
-0.005	0.0179	0.0	0.0000	0.0769					0.0	0.0	0.0	0.0000	0.0400	0.0000	0.0000
-1.271	0.0000	0.0000							0.0	0.0	0.0	0.0000	0.0000	0.0000	0.2000
	0.0000	0.0000	0.0143	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0045	0.0000
0.096	0.0000	0.0488	0.0000	0.0000					0.0	0.0	0.0	0.0385	0.0000	0.0000	0.0000
-0.61															
-0.357	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.3333	0.0000
1.943	0.0000	0.0			6.0200	0.1600	0.1600	-0.1600	0.0	1.0	0.0	0.0000	0.0000		
	0.0000	0.0022	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0074	0.0074	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
0.064	0.0000	0.0145	0.0000	0.0000					0.0	0.0	0.0	0.0357	0.1000	0.0000	0.0000
0.362															
															
	0.0000	0.0000	0.0000	0.0000	3.6400	0.6900	0.6900	-0.6900	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
															
2.185	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.2353	0.0000	0.0000
															
1.283	0.0476	0.0			3.8700	0.5800	0.5700	0.5800	0.0	1.0	0.0	0.0000	0.0000		
															
0.013	0.0000	0.0035	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.004	0.004	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0086	0.0000	0.0000
	0.0072	0.0000	0.0000	0.0556	4.4400	7.5000	7.5000		0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.669	0.0227	0.0	0.0000	0.0000	3.0800	0.2500	-0.2500	0.2500	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.2000
	0.0000	0.0000	0.0000	0.0000	4.8800	0.2800	0.2800	-0.2800	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
2.317	0.0000	0.2143			8.4200	1.0300	1.0300	-1.0300	0.0	1.0	0.0	0.0000	0.0000		
															
	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-1.194	0.0526	0.0000							0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0069	0.0000	0.0000	0.0000	8.7700	0.4600	0.4600	-0.4600	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0064	0.0064	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
0.436	0.0455	0.0	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.051	0.0048	0.0048	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0227	0.0000	0.0000
-0.086	0.0333	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.3333
	0.0000	0.0	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0051	0.0000	0.0000	0.0000	2.8000	0.4900	0.4900	-0.2800	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
0.455	0.0000	0.0303	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0000	0.0000	0.0385	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0870
-0.348	0.0000	0.0294			3.1300	8.9200		8.9200	0.0	1.0	0.0	0.0000	0.0000		
-1.027	0.0417	0.0417							0.0	0.0	0.0	0.0000	0.0714	0.0000	0.0000
0.488	0.1053	0.0000			6.6200	0.2500	-0.2500	0.2500	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
-1.571															
2.494															
0.565	0.0357	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.2000		
															
1.93	0.0000	0.0018	0.0000	0.0000	3.4500	7.7500	7.7500		0.0	1.0	0.0	0.0000	0.0048	0.0000	0.0000
-1.624															
-1.196															
	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0146
-0.751	0.2000	0.1111							0.0	0.0	0.0			0.0000	0.0000
-0.732	0.0882	0.0000	0.2000	0.0000					0.0	0.0	0.0	0.0000	0.0000		
	0.0000	0.0000			9.8800	8.3600	-1.1900	8.3600	0.0	1.0	1.0	0.0000	0.0000	0.0000	0.0000
0.656	0.0714	0.0714			2.5800	1.0200	1.0200		0.0	1.0	0.0	0.0000	0.0000		
-1.625	0.0323	0.0323	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000		
-0.454	0.0146	0.0	0.0000	0.0000	7.6700	2.5000	2.5000	-2.5000	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0027	0.0000	0.0294	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0037	0.0	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0049	0.0049	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-1.839	0.0000	0.0000	0.0000	0.0000	3.4800	0.6500	-0.6500	0.6500	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.3333
	0.0000	0.0037	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0000	0.0081	0.0000	0.0000	4.7300	8.0400		8.0400	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.332															
2.163	0.0800	0.0000			3.3300	2.0000	2.0000		0.0	1.0	0.0	0.0000	0.0000		
1.776	0.0345	0.0667	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
0.224	0.0071	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
															
-1.38	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0032	0.0000	0.0000
0.976	0.0370	0.1034	0.0000	0.0000					0.0	0.0	0.0	0.0667	0.0000	0.0000	0.0000
	0.0000	0.0030	0.0000	0.0000					0.0	0.0	0.0	0.0074	0.0000	0.0000	0.0000
-0.934	0.0	0.0	0.0000	0.0000	4.9800	0.3900	-0.1400	0.3900	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
0.111	0.0345	0.0345		1.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
															
-0.275	0.0034	0.0034	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0909
															
-0.004	0.0000	0.0000	0.0000	0.0000	3.9800	0.4400	0.4400	-0.4400	0.0	1.0	0.0	0.0213	0.0108	0.0000	0.0000
0.902	0.0000	0.0000	0.0000	0.1667					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.22	0.0370	0.0189	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0400	0.0000	0.0000
0.009	0.0000	0.0250	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.272															
1.083	0.0128	0.0043	0.0000	0.0000	5.2200	0.6800	0.6800	-0.6800	0.0	1.0	0.0	0.0300	0.0102	0.0000	0.0000
0.752															
0.168	0.0043	0.0087	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0087	0.0000	0.0000
	0.0000	0.0075	0.0000	0.0000	2.0000	0.1600			0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0054	0.0	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-1.459															
0.591	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0769	0.0000
															
0.418	0.0103	0.0	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.036															
0.25	0.0	0.0	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000		
-0.809	0.0038	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000		
	0.0000	0.0000	0.0000	0.0000	4.4600	0.5800	-0.5800	0.5800	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0000	0.0000	0.0000	0.0000	6.4000	0.1100	-0.1100	0.1100	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0000	0.0054	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-1.473	0.0000	0.0	0.0000	0.0000	3.4700	8.4100		8.4100	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.271	0.0000	0.0036	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0333
	0.0000	0.0076	0.0000	0.0000	6.9000	1.2600	-1.2600	1.2600	0.0	1.0	0.0	0.0000	0.0208	0.0000	0.0000
2.429	0.0000	0.1000	0.0000	0.0000	3.2100	0.6900	-0.6900	0.6900	0.0	1.0	0.0	0.0000	0.1000	0.4000	0.0000
2.121	0.0000	0.0588	0.2500	0.0000					0.0	0.0	0.0	0.1429	0.0000		
	0.0179	0.0000	0.0000	0.0000	8.8500	0.2700	0.2700	-0.2700	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0000	0.0	0.0000	0.0000	6.6100	2.1800	-2.1800	2.1800	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0104	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.351	0.0065	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0000	0.0000	0.0000	0.0000	4.1200	0.2800	0.2800	-0.2800	0.0	1.0	0.0	0.0000	0.0000	0.0073	0.0073
-0.238	0.0286	0.0	0.0000	0.0000	3.1400	0.2200	-0.2200	0.2200	0.0	1.0	0.0	0.0769	0.0000	0.0000	0.1875
															
	0.0000	0.0087	0.0000	0.0000	2.4000	0.3400	0.3400	-0.3400	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
0.662	0.0000	0.0010	0.0000	0.0000	6.2300	1.8200	1.8200	-1.8200	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
															
	0.0	0.0014	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0034	0.0000	0.0000
0.785	0.0	0.0	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-2.166	0.0000	0.0000	0.0000	0.0000	4.1500	0.4800	-0.4800	0.4800	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
0.657	0.0000	0.0000	0.0000	0.0000	2.9200	7.7500	7.7500		0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0196
-1.322															
0.823	0.0000	0.1429	0.0000	0.0000					0.0	0.0	0.0	0.2857	0.0000	0.0000	0.0000
-1.6	0.0000	0.0000	0.0000	0.0000	8.7000	0.6700	-0.6700	0.6700	0.0	0.0	1.0	0.0000	0.0000	0.0000	0.0000
-1.46															
	0.0034	0.0034	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0127	0.0000
	0.0082	0.0082	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0435		
	0.0000	0.0011	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
2.13															
-0.666	0.0000	0.0294	0.0000	0.0000					0.0	0.0	0.0	0.0833	0.0833	0.0000	0.0000
-0.017	0.0000	0.0000	0.0000	0.0000	4.2000	1.8100	-1.8100	1.8100	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
1.876	0.0833	0.0000	0.5000	0.0000					0.0	0.0	0.0	0.0000	0.1667	0.0000	0.0000
1.096	0.0000	0.1111	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.2500	0.4000	0.0000
															
-0.266	0.0000	0.0417	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000		
	0.0000	0.0000	0.0000	0.0120	5.4600	12.1300	12.1300		0.0	1.0	0.0	0.0045	0.0000	0.0000	0.0000
-0.995	0.0769	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0667	0.0000	0.0000
	0.0000	0.0014	0.0000	0.0000	3.9300	0.5600	-0.5600	0.5600	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
-2.396															
0.524	0.0303	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.1538	0.0000	0.0000	0.0000
-1.062	0.0000	0.0							0.0	0.0	0.0	0.0000	0.0000	0.0000	0.2500
-0.222	0.0099	0.0000	0.0000	0.0000	3.4100	0.2900	-0.2900	0.2900	0.0	1.0	0.0	0.0345	0.0000	0.0000	0.0000
2.281	0.0909	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.2857	0.0000	0.0000
2.211	0.0000	0.0000			2.7700	0.5200	0.5200	-0.5200	0.0	1.0	0.0	0.0000	0.0000		
-0.348	0.1000	0.1000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000		
															
2.034															
-0.596	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0476	0.0000	0.0000
	0.0000	0.0000	0.0000	0.0000	2.4300	8.1900		8.1900	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
															
0.717	0.0000	0.0167	0.0000	0.0000	5.9400	1.8200	1.8200	-1.8200	0.0	1.0	0.0	0.0000	0.0000		
-1.522	0.0000	0.0000	0.0000	0.5000					0.0	0.0	0.0	0.0000	0.0000		
-0.012	0.0408	0.0000	0.0000	0.0000	6.9000	1.1000	1.1000	-1.1000	0.0	1.0	0.0	0.0000	0.0000		
	0.0000	0.0	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0213	0.0213							0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
2.959	0.1000	0.0526	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0667	0.0000	0.0000
-0.257	0.0076	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
2.368	0.0000	0.1667	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-1.418															
-1.678															
-1.155	0.0303	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0278	0.0000		1.0000
0.594	0.0000	0.0056	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0000	0.0070	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0299	0.0000	0.0000
1.743															
-0.312	0.0000	0.0							0.0	0.0	0.0	0.0714	0.0000	0.0000	0.0000
	0.0	0.0051	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
															
-0.03	0.0102	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0172	0.0000	0.0000
-1.592															
	0.0053	0.0105	0.0204	0.0000	2.5700	7.9500	7.9500		0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
-1.215															
2.36	0.0	0.0476	0.0000	0.0000					0.0	0.0	0.0	0.0833	0.0000	0.2000	0.0000
	0.0000	0.0000	0.0208	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
0.465	0.0088	0.0088	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0160	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0029	0.0029	0.0000	0.0000	4.8500	0.8100	-0.8100	0.8100	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0070
-0.291	0.0000	0.0							0.0	0.0	0.0	0.0000	0.0000		
0.745	0.0800	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0139	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.76	0.0000	0.0000	0.3333	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0052	0.0052	0.0000	0.0000	4.7900	0.5200	0.5200	-0.5200	0.0	1.0	0.0	0.0110	0.0110	0.0000	0.0204
-0.105															
	0.0286	0.0	0.0000	0.1667					0.0	0.0	0.0	0.0625	0.0000	0.0000	0.2500
-1.31	0.0000	0.0	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000		
	0.0027	0.0000	0.0202	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
0.032	0.0	0.0114	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-1.215															
-1.535	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0270	0.0000	0.0000	0.0000
-0.679	0.0000	0.0000		1.0000	4.2200	1.4800	1.4800	-1.4800	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
															
	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0286	0.0286	0.0000	0.0000
-0.993															
0.79	0.0	0.0	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000		
	0.0000	0.0000	0.0000	0.0086					0.0	0.0	0.0	0.0028	0.0000	0.0000	0.0147
															
	0.0000	0.0000	0.0000	0.0769					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0800
1.492	0.0000	0.1333	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000		
0.545	0.0000	0.0400	0.0000	0.0000					0.0	0.0	0.0	0.0769	0.0769	0.0000	0.0000
															
	0.0000	0.0081	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0192	0.0000	0.0000
	0.0039	0.0078	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0171	0.0000	0.0000
	0.0061	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.613															
	0.0	0.0	0.0625	0.0000	2.9900	12.5100		12.5100	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
-1.89	0.0833	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.2500	0.0000	0.0000
															
-1.39	0.0588	0.1111	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.5000
	0.0088	0.0000	0.0000	0.0370					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
1.311	0.0833	0.0000							0.0	0.0	0.0	0.0000	0.0000		
-0.451	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
1.201	0.0370	0.0000							0.0	0.0	0.0	0.0000	0.0000		
	0.0000	0.0024	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0016	0.0031	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.256	0.0312	0.0	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0032	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0370	0.0000	0.0000	0.0000
0.528															
-1.472	0.0000	0.0244	0.0000	0.0000					0.0	0.0	0.0	0.0667	0.0000	0.0000	0.0000
-0.042	0.0042	0.0000	0.0000	0.0000	2.0900	14.5700		14.5700	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
															
-0.217															
-0.431	0.0000	0.0000	0.0000	0.0000	3.4600	1.0800	1.0800	-1.0800	0.0	1.0	0.0	0.1667	0.0000	0.0000	0.0000
-2.082	0.1429	0.3333	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.3750		
-0.496															
															
-1.418	0.0000	0.0000	0.0000	0.1429	4.8300	0.2600	-0.2600	0.2600	0.0	1.0	0.0	0.0385	0.0000		
-0.897	0.0278	0.0	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000		
-1.641	0.0909	0.1667	0.0000	0.1429	2.7800	4.1300		4.1300	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0196	0.0099	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000		
0.227	0.0000	0.0476	0.0000	0.0000	5.3000	2.2800	-2.2800	2.2800	0.0	1.0	0.0	0.0870	0.0000		
-0.344	0.0000	0.0	0.0000	0.0000					0.0	0.0	0.0	0.0182	0.0182	0.0000	0.0000
